"","ans_id","V000","V001","V002_1","V002_2","V002_3","V002_4","V002_o","V002_o1","V003_1","V004_1","V006_1","V006_2","V006_3","V006_4","V006_5","V006_o","V006_o1","V007","V008","V009","V010","V010_o","V011_1","V012_1","V013_1","V015","Leeftijd","Leeftijd_cat","Geslacht","Postcode"
"470",20830,1,1,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,2,1,1,"",NA,NA,NA,"of ze fair trade zijn",55,3,2,6133
"471",24208,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,2,1,"",NA,NA,NA,"geen, ik ga ervan uit dat de fairtrade zijn
",58,3,1,4201
"472",27528,1,10,0,0,1,0,0,"",NA,NA,0,1,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Ik moet toe geven ik eet maar zelder een banan",81,3,1,5244
"473",22460,1,1,0,0,0,1,0,"",3,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Of de boeren daadwerkelijk een goede prijs voor hun bananen krijgen",63,3,1,4708
"474",20521,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Waar ze vandaan komen en of ze Fairtrade zijn nu we weten wat dit inhoudt 
",66,3,2,5973
"475",22327,1,1,0,1,0,0,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"zoek ik niet op",73,3,2,1444
"476",20818,1,4,0,0,0,1,0,"",1,2,1,1,0,0,1,0,"",1,3,3,1,"",NA,NA,NA,"waar ze precies vandaan komen en hoeveel de boeren krijgen",63,3,1,3119
"477",28937,1,8,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,4,1,"",NA,NA,NA,"Eventueel het land",75,3,1,2593
"478",18921,1,3,1,1,0,1,0,"",2,2,0,1,0,0,0,0,"",1,2,2,1,"",NA,NA,NA,"Welke oorsprong , waar ze vandaan komen",47,2,2,3911
"479",17829,1,2,0,1,0,0,0,"",2,2,1,1,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Niets",48,2,1,6901
"480",23951,1,4,0,0,0,1,0,"",2,2,0,1,0,0,1,0,"",2,4,3,1,"",NA,NA,NA,"ik zou het niet weten,,heb me daar nog nooit in verdiept.",71,3,2,7241
"481",27864,1,1,0,0,0,1,0,"",2,2,1,1,0,0,1,0,"",1,4,2,1,"",NA,NA,NA,"Geen informatie",71,3,2,1024
"482",16237,1,4,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",1,2,2,1,"",NA,NA,NA,"Of ze van boeren komen die er een eerlijke prijs voor ontvangen",48,2,2,4825
"483",27308,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,3,3,2,"3",2,2,2,"Geen",73,3,2,3134
"484",22421,1,1,0,0,0,1,0,"",2,2,1,1,0,1,1,0,"",2,1,2,1,"",NA,NA,NA,"Herkomst en manier van telen",56,3,1,9404
"485",20696,1,1,0,0,0,1,0,"",1,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Waar ze vandaan komen en produktie",68,3,1,1111
"486",25977,1,2,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,1,2,1,"",NA,NA,NA,"WAAR DE BANANEN VANDAAN KOMEN",54,3,1,5061
"487",22927,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Uit welk land ze afkomstig zijn",51,3,2,7631
"488",25928,1,6,0,0,0,1,0,"",2,2,0,1,0,0,0,0,"",1,1,3,1,"",NA,NA,NA,"Geen",53,3,2,2743
"489",23539,1,1,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",1,2,1,1,"",NA,NA,NA,"waar xe vandaan komen en of ze biologisch zijn",73,3,1,6343
"490",22462,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen",68,3,1,7078
"491",25105,1,2,0,1,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"geen",70,3,2,7091
"492",23927,1,2,0,0,0,1,0,"",2,2,1,1,0,0,1,0,"",2,3,2,1,"",NA,NA,NA,"alles",67,3,2,5506
"493",27744,1,4,0,0,0,1,0,"",3,2,1,1,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"geen",67,3,2,9735
"494",16819,1,1,1,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"Geen",48,2,2,7948
"495",28206,1,2,1,0,0,0,0,"",3,3,1,0,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"Het land",63,3,2,5282
"496",26173,1,1,1,1,0,1,0,"",1,1,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"geen",69,3,2,1335
"497",20836,1,2,0,0,0,1,0,"",2,2,0,1,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Land, leefomstandigheden, groeiproces",52,3,2,8242
"498",21987,1,2,0,0,0,1,0,"",2,2,1,1,0,0,1,0,"",1,4,2,1,"",NA,NA,NA,"Geen. Ik weet in de winkel of ze fairtrade of biologisch zijn en de rest is reclame.",53,3,2,3769
"499",26595,1,1,1,0,0,0,0,"",2,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"geen",74,3,2,4711
"500",22737,1,6,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,3,3,1,"",NA,NA,NA,"Geen",65,3,2,6221
"501",14677,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,3,3,1,"",NA,NA,NA,"Houdbaarheid",43,2,1,2291
"502",23664,1,2,0,1,0,1,0,"",3,2,1,1,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Geen",76,3,1,6269
"503",23482,1,1,0,1,0,0,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"hoe lang blijven ze vers",58,3,1,5704
"504",25737,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,1,3,1,"",NA,NA,NA,"Geen",76,3,1,6419
"505",22497,1,1,0,1,0,1,0,"",2,2,1,1,0,0,0,0,"",2,3,2,1,"",NA,NA,NA,"Ik doe dit eigenlijk niet. Hoop wel dat dit een eerlijk product is. Eerlijk voor de bier, het milieu en de consument.",56,3,2,4564
"506",24202,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"nee",76,3,1,8072
"507",17565,1,4,0,0,0,1,0,"",2,2,1,1,1,0,0,0,"",2,3,4,1,"",NA,NA,NA,"waar komen ze vandaan,
wat krijgt de boer ervoor
hoe zijn de omstandigheden van de boer
hoe is het vervoer
welke verpakkingen worden gebruikt tijds transport",46,2,1,7548
"508",16984,1,5,0,0,0,1,0,"",3,2,1,1,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen",42,2,2,7035
"509",26255,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Geen",57,3,1,8500
"510",12238,1,2,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Om eerlijk te zijn, niets.",49,2,1,8224
"511",21045,1,10,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,1,3,1,"",NA,NA,NA,"geen",72,3,1,5141
"512",13103,1,5,0,0,0,1,0,"",2,2,1,1,1,1,0,0,"",2,3,2,1,"",NA,NA,NA,"niets",42,2,2,7605
"513",24553,1,4,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"Land van herkomst; economische situatie in dat land.",73,3,1,6271
"514",26959,1,2,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Niets",69,3,1,7103
"515",27645,1,4,1,1,0,0,0,"",2,2,1,1,0,1,0,0,"",1,1,3,1,"",NA,NA,NA,"Geen",70,3,1,4501
