"","ISIN","Country","year","str","PTI","SI","TXT","CTP","cetr_5","diff_c","cetr_5_s","etr_5","diff_e","etr_5_s","ASSETS","LTD","RD","PTI_FOREIGN","ROA","FTSE_ESG_a","ESG","Sector","CAPEX","mean_ROA","n","median_ROA","ctrygrp","PERF","cetr","LEV","RDS","SIZE","FOREIGN","FOR","BTD","sdg01","sdg02","sdg03","sdg04","sdg05","sdg06","sdg07","sdg08","sdg09","sdg10","sdg11","sdg12","sdg13","sdg14","sdg15","sdg16","sdg17","sdg","gc","gri","int","report","sdg_total","s_themes","SDG","GC","GRI","INT"
"127","FR0000127771","FR",2016,0.3443,1286.507388,0,85.17718732,299.7794515,0.058261987,-143.1650421,-0.284308485,0.030148636,-357.7673063,-0.312421835,34136.98264,19.74926482,0,NA,3.45560161,3.5,69,"RECREATION","#Calc",11.0784092514286,7,13.80800522,"EUR",-7.62280764142857,0.233018056714028,0.00057852989024457,0,10.4381366104859,0,0,-0.00865190721973886,0,1,0,0,13,0,6,2,0,10,0,0,4,0,2,3,14,0,75,84,1,"report",105,9,"noSDG","GC-member","GRI","<IR>"
"128","FR0000127771","FR",2020,0.3202,321.4728019,0,185.8158394,-133.3770136,NA,-236.3126047,NA,0.360485558,82.88024823,-0.004409692,46644.17165,46.47503014,0,NA,0.747336619,4,84,"RECREATION","#Calc",5.01208132414286,7,3.273983808,"EUR",-4.26474470514286,-0.414893617163574,0.00099637379110794,0,10.7503032606352,0,0,0.00288152548876241,0,0,18,1,13,1,11,0,0,9,0,1,41,0,8,17,11,10,0,5,0,"report",66,11,"SDG","no GC-member","GRI","no report<IR>"
"129","FR0000130650","FR",2016,0.3443,731.7483667,0,231.5182323,342.4111868,0.292917872,90.47022418,-0.047107635,0.28173308,-20.42273033,-0.058292427,7323.198625,25.90522573,597.9062443,NA,9.897614522,NA,NA,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"EUR",2.61439871923684,0.467935703559118,0.00353741951523266,0.0816455042280108,8.89880248213991,0,0,-0.0464130217652607,0,0,1,0,10,0,1,0,0,2,0,0,2,0,5,0,3,0,0,9,0,"report",6,7,"noSDG","no GC-member","GRI","no report<IR>"
"130","FR0000130650","FR",2020,0.3202,736.7655031,0,183.3078956,285.4496085,NA,49.53729441,NA,0.286191771,-52.60441854,-0.083177578,15862.34642,95.45571296,1066.332124,NA,4.816520599,NA,NA,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"EUR",-6.40373243218421,0.38743617514521,0.00601775490413227,0.0672241102145845,9.67170343002148,0,0,-0.0178466966906069,0,0,0,0,1,0,0,0,0,1,0,0,12,0,3,0,7,13,0,0,0,"report",28,5,"SDG","no GC-member","no GRI","no report<IR>"
"131","FR0000130809","FR",2016,0.3443,6834.086536,0,2178.102362,NA,NA,NA,NA,0.309432121,-174.8736328,-0.033459134,1428576.558,454.257456,NA,NA,0.459533631,4,82,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"EUR",-1.62555871742,NA,0.000317979077464324,NA,14.1721890924966,0,0,NA,0,0,5,0,7,0,54,5,0,20,0,0,39,0,20,8,50,0,0,0,0,"report",1275,9,"noSDG","no GC-member","no GRI","no report<IR>"
"132","FR0000130809","FR",2020,0.3202,1592.544341,0,1372.529268,NA,NA,NA,NA,0.43579358,862.5965697,0.069934097,1767300.459,484.835521,NA,NA,0.099753686,4.4,83,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"EUR",-2.46656349123529,NA,0.000274336782141921,NA,14.3849637758961,0,0,NA,1,0,1,0,6,0,10,3,0,2,1,0,9,0,2,8,10,4,0,0,1,"report",55,11,"SDG","no GC-member","no GRI","<IR>"
"133","FR0000133308","FR",2016,0.3443,2241.155604,0,1073.011321,3100.670858,0.805715793,2329.040984,0.467258661,0.225191927,301.3814463,-0.113265205,101520.7389,176.1502913,NA,NA,2.142237824,4.9,100,NA,"#Calc",NA,NA,NA,"EUR",NA,1.38351431398424,0.00173511632409917,NA,11.5280183807306,0,0,-0.0304662337249343,0,0,0,0,2,0,1,1,0,2,0,0,2,0,7,0,2,1,0,0,0,"report",3,7,"SDG","no GC-member","no GRI","no report<IR>"
"134","FR0000133308","FR",2020,0.3202,4798.152565,0,-966.6983547,3437.023042,0.762036992,1900.654591,0.435181449,-0.098521915,-2503.066806,-0.425377459,135712.4911,179.3176602,NA,NA,3.808532778,4.2,87,NA,"#Calc",NA,NA,NA,"EUR",NA,0.716322166800463,0.00132130549477475,NA,11.8182938909603,0,0,-0.025212560242267,0,1,4,0,30,0,18,0,1,9,1,0,21,0,12,8,9,18,0,5,0,"report",45,11,"SDG","no GC-member","GRI","no report<IR>"
"135","FR0010220475","FR",2016,0.3443,253.3657222,0,83.35841942,95.42345381,0.341108881,8.189635661,0.00086074,0.272292507,-3.875398728,-0.067955634,15359.80809,55.69516526,191.9437289,NA,1.651002394,4.1,96,"MISCELLANEOUS","#Calc",9.65414834079167,25,8.001365832,"EUR",-8.00314594679167,0.376623376601336,0.00362603262577612,0.0124964926498636,9.63950951248299,0,0,-0.00615574850118231,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"report",1,2,"noSDG","no GC-member","no GRI","no report<IR>"
"136","FR0010220475","FR",2020,0.3202,270.3413057,0,73.41164768,109.5348394,0.306358324,22.9715533,-0.061046026,0.320365097,-13.15163842,-0.047039254,33573.61986,32.39296382,370.5540311,NA,1.116082167,3.9,87,"MISCELLANEOUS","#Calc",7.52911575376,25,5.686270073,"EUR",-6.41303358676,0.405172413872824,0.000964833817594788,0.0110370592341603,10.4214959143664,0,0,-0.00323674381828033,5,0,19,0,2,1,27,11,0,3,10,0,45,0,6,4,153,10,8,6,0,"report",11771,12,"SDG","GC-member","GRI","no report<IR>"
"137","FR0010307819","FR",2016,0.3443,940.378272,0,241.8147162,272.5669994,0.252638397,-51.20523961,-0.086990258,0.269514746,-81.95752283,-0.070113909,8555.498872,46.76000099,262.9430835,NA,10.67636217,3.5,83,"ELECTRICAL","#Calc",-0.896444010375,9,9.9628529615,"EUR",11.572806180375,0.289848253108085,0.00546549087196233,0.0307338107846109,9.054329498127,0,0,-0.0314802539324681,13,5,9,3,9,3,41,5,1,8,1,5,17,0,16,11,28,2,1,7,1,"report",328,16,"SDG","GC-member","GRI","<IR>"
"138","FR0010307819","FR",2020,0.3202,1096.541447,0,318.2808734,273.593874,0.600532245,-77.51869748,0.379707167,0.638903036,-32.83169807,0.418077958,15793.21585,110.1862821,364.1078473,NA,7.779058248,4.2,94,"ELECTRICAL","#Calc",1.32022453177778,9,5.430948617,"EUR",6.45883371622222,0.249506185788525,0.00697681100204807,0.0230546996101494,9.66733575022426,0,0,-0.0171011876777905,2,0,25,0,12,1,40,0,0,13,1,3,34,0,13,7,24,14,1,8,0,"report",299,12,"SDG","GC-member","GRI","no report<IR>"
"139","IE00BQPVQZ61","US",2016,0.38923934,-228.085,0,-61.251,22.339,-0.23722157,111.1186549,-0.716855386,1.820070025,27.52865486,1.340436208,4292.059,143.0228703,60.707,NA,-6.205848274,NA,NA,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"USA",-9.48350700491667,-0.0979415568757261,0.0333226710769819,0.0141440273770701,8.36452185016123,0,0,-0.00541157438624189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"140","IE00BQPVQZ61","US",2020,0.25766571,401.645,0,11.849,15.115,0.596451564,-88.37514409,0.285282769,0.376631705,-91.64114409,0.065462909,6072.616,26.1015499,209.364,415.361,7.644083683,1.5,12,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"USA",2.59687238388889,0.0376327353757672,0.00429823817280724,0.0344767395139097,8.7115447632052,1,1.03414955993477,-0.00231862158896108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"141","IT0000062072","IT",2016,0.3129275,3348.459039,0,1013.27667,796.4620113,0.3339215,-251.3629047,0.049641947,0.331351114,-34.54824605,0.047071561,553003.2975,83.87859034,NA,NA,0.588655689,4.5,100,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"EUR",-1.49643665942,0.237859266612937,0.000151678282424708,NA,13.2231192434162,0,0,-0.00142130031718434,1,0,8,2,0,0,7,1,0,10,1,0,15,0,0,0,3,0,0,5,0,"report",6,9,"noSDG","no GC-member","GRI","no report<IR>"
"142","IT0000062072","IT",2020,0.2781,3817.774516,0,1339.470008,1557.205133,NA,495.4820397,NA,-0.26112988,277.746915,-0.586034605,668014.2315,45.02980452,NA,NA,0.631058082,4.6,98,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"EUR",-1.93525909523529,0.407882950256458,6.74084508931603e-05,NA,13.4120647569326,0,0,-0.00231520202585834,2,0,4,0,0,0,10,0,0,7,1,1,59,0,17,1,12,3,0,85,6,"report",77,10,"SDG","no GC-member","GRI","<IR>"
"143","IT0000072618","IT",2016,0.3129275,3419.255663,0,1109.51583,-203.5402918,-0.012533011,-1273.519418,-0.294800687,0.233787936,39.53670334,-0.04847974,764799.2001,392.7868987,NA,NA,0.44106861,4.2,88,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"EUR",-1.64402373842,-0.0595276609475341,0.000513581733151188,NA,13.5473685948244,0,0,0.000280125924604552,1,0,0,0,0,0,2,10,0,1,0,0,2,0,0,5,3,0,0,15,4,"report",6,7,"noSDG","no GC-member","GRI","<IR>"
"144","IT0000072618","IT",2020,0.2781,5025.007485,-2803.197234,1648.403091,421.7905557,-0.23996358,-975.664026,-0.560806236,0.036841298,250.948509,-0.284001358,1226748.322,327.7132577,NA,NA,0.484737584,4.4,82,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"EUR",-2.08157959323529,0.0839382940143023,0.000267139764385999,NA,14.0198775861094,0,0,-0.000332436574455094,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,2,17,0,71,8,"report",3,4,"SDG","no GC-member","GRI","<IR>"
"145","IT0005239360","IT",2016,0.3129275,-12546.56098,-783.5571144,787.1345562,-571.5687943,0.310878778,3354.595166,-0.117812598,-0.748496959,4713.298516,-1.177188335,906592.1639,736.0258926,NA,NA,-1.318870724,4.3,90,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"EUR",-3.40396307242,0.0455558136776377,0.000811859976192322,NA,13.7174479740586,0,0,0.000587151726967746,2,0,17,0,2,0,20,5,0,6,0,0,7,0,4,7,9,0,1,16,3,"report",44,10,"noSDG","GC-member","GRI","<IR>"
"146","IT0005239360","IT",2020,0.2781,-1377.089166,0,367.0717809,-134.516988,NA,248.4515089,NA,NA,750.0402779,NA,1139682.953,599.7412069,NA,NA,-0.135190865,4.6,91,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"EUR",-2.70150804223529,0.0976821191548028,0.000526235129973029,NA,13.946260670287,0,0,0.000114669876113655,2,0,11,0,1,0,17,5,2,9,0,1,13,0,2,4,8,5,1,51,3,"report",35,12,"SDG","GC-member","GRI","<IR>"
"147","JE00BYSS4X48","US",2016,0.38923934,-121.464,0,10.381,9.447,-0.2326098,56.72556719,-0.598672613,-0.183245009,57.65956719,-0.549307822,282.081,67.60406056,41.467,NA,-41.21496326,NA,NA,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"USA",-39.035830725049,-0.0777761311993677,0.239661872157288,0.147003874773558,5.64219426373687,0,0,-0.035166443936095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"148","JE00BYSS4X48","US",2020,0.25766571,18.102,0,-1.706,-3.261,0.445394034,-7.925264682,0.063127602,0.427034825,-6.370264682,0.044768393,1051.983,94.57637149,132.01,33.385,2.364063415,NA,NA,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"USA",-2.68314788411111,-0.180145840238648,0.0899029466160575,0.125486818703344,6.95843223347127,1,1.84427135123191,0.00314419781196483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"report",0,1,"noSDG","no GC-member","no GRI","no report<IR>"
"149","JP3116000005","JP",2016,0.2997,1381.092575,0,579.3542911,479.9698872,0.390035406,66.05644266,0.091733303,0.303768398,165.4408465,0.005466295,17956.29076,71.27986475,NA,NA,7.697758787,3.2,84,"BEVERAGES","#Calc",9.06036894222222,9,7.697758787,"JKT",-1.36261015522222,0.347529119979521,0.00396963190798766,NA,9.79569579268674,0,0,-0.0264993900529112,0,0,0,0,0,0,0,1,0,0,0,0,6,0,5,1,1,1,0,1,0,"report",1,5,"SDG","no GC-member","GRI","no report<IR>"
"150","JP3116000005","JP",2020,0.2974,1174.494167,0,307.3471566,517.5308391,0.306872758,168.2362738,-0.056537691,0.339697964,-41.94740867,-0.023712485,42998.4786,127.0595281,0,NA,3.308608281,3.9,82,"BEVERAGES","#Calc",5.46962962911111,9,3.530821676,"JKT",-2.16102134811111,0.440641472423762,0.00295497729773165,0,10.6689200126544,0,0,-0.0119547925922975,0,0,3,0,0,1,23,1,0,1,0,0,30,0,0,1,2,10,0,0,0,"report",3,8,"SDG","no GC-member","no GRI","no report<IR>"
"151","JP3119600009","JP",2016,0.2997,800.4986663,0,200.5494617,255.4773153,0.330000566,15.56786505,0.031561601,0.291768182,-39.35998861,-0.006670783,12116.17154,54.20053057,250.5737023,NA,6.607017231,3.1,78,"FOOD","#Calc",6.32797143857143,7,6.607017231,"JKT",0.279045792428573,0.319147708866083,0.00447340402791953,0.0206809305623284,9.4022963301849,0,0,-0.020887639297743,2,17,7,0,2,5,13,7,0,0,1,13,12,0,55,9,28,34,0,1,0,"report",405,13,"SDG","no GC-member","GRI","no report<IR>"
"152","JP3119600009","JP",2020,0.2974,914.6272246,0,302.1005152,246.7719939,0.502928137,-25.23814272,0.231306785,0.512427619,30.09037861,0.240806267,12952.84219,65.58910258,244.2073453,NA,6.96634176,3.8,79,"FOOD","#Calc",6.28121465071429,7,6.948916363,"JKT",0.685127109285714,0.269806088494602,0.0050636842183283,0.0188535721903982,9.46907051717803,0,0,-0.0188415707498124,0,16,30,0,0,7,22,3,0,0,0,4,71,0,41,2,10,34,1,1,0,"report",55,10,"SDG","GC-member","GRI","no report<IR>"
"153","JP3122400009","JP",2016,0.2997,138.7233049,0,7.581669109,26.37423505,0.135513617,-15.20113944,-0.162269153,0.088946282,-33.99370538,-0.208836488,2078.461807,40.85667065,0,NA,6.796454732,3.1,62,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"JKT",-0.486761070763158,0.190121155699196,0.0196571669069885,0,7.63938338325324,0,0,-0.0124892751061337,0,0,0,1,0,0,3,1,0,5,0,0,4,0,21,2,5,0,0,34,0,"report",15,8,"noSDG","no GC-member","GRI","no report<IR>"
"154","JP3122400009","JP",2020,0.2974,656.4180296,0,-1.5934765,86.35888324,0.236345089,-108.8598388,-0.144125551,0.288543721,-196.8121985,-0.09192692,3824.805596,4.226572838,0,NA,17.88704783,3.5,63,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"JKT",6.66679479881579,0.131560803247017,0.00110504252619275,0,8.24926292039386,0,0,-0.02206823167908,0,0,0,0,0,0,25,0,0,0,0,0,38,0,4,0,1,31,0,0,1,"report",1,4,"SDG","no GC-member","no GRI","<IR>"
"155","JP3143600009","JP",2016,0.2997,4615.999041,0,1156.754002,566.2518714,0.18368336,-817.1630411,-0.114522564,0.201583083,-226.6609102,-0.09662284,72889.09602,125.7127607,NA,NA,6.186926487,2.9,61,"MISCELLANEOUS","#Calc",9.65414834079167,25,8.001365832,"JKT",-3.46722185379167,0.122671574749142,0.00172471285232438,NA,11.1966943323238,0,0,-0.00757888014035111,2,7,1,0,0,7,16,2,0,0,1,0,20,0,44,8,17,34,0,5,1,"report",152,11,"SDG","no GC-member","GRI","<IR>"
"156","JP3143600009","JP",2020,0.2974,4832.052482,0,675.0305894,1362.997568,0.321357003,-74.05484029,-0.010117184,0.191083859,-762.0218188,-0.140390327,101162.2849,127.2186525,NA,NA,4.638196256,3.9,86,"MISCELLANEOUS","#Calc",7.52911575376,25,5.686270073,"JKT",-2.89091949776,0.282074247553671,0.00125756997902684,NA,11.5244812875197,0,0,-0.0133313224909032,5,7,3,0,2,13,63,2,0,3,0,2,162,0,129,12,25,89,0,2,3,"report",315,13,"SDG","no GC-member","GRI","<IR>"
"157","JP3160400002","JP",2016,0.2997,532.5453035,0,142.4171754,14.24910528,0.167171487,-145.3547222,-0.130989182,0.188331836,-17.18665207,-0.109828834,9250.327526,36.51437661,1038.697903,NA,5.753133432,2.1,37,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"JKT",2.47547470108333,0.0267566067832199,0.00394736040506335,0.112287689282409,9.13241423809583,0,0,-0.00136785070256663,5,0,3,0,1,6,0,3,0,0,0,1,13,0,1,4,21,18,0,1,9,"report",221,10,"SDG","no GC-member","GRI","<IR>"
"158","JP3160400002","JP",2020,0.2974,495.4957608,0,94.92971246,158.6121993,0.337832154,11.25176009,-0.010460174,0.328735792,-52.43072679,-0.019556536,9864.335269,19.71506706,1417.147482,NA,4.883583804,3.8,88,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"JKT",-0.163627495111111,0.320108085372746,0.00199862094326389,0.143663758718094,9.19668103341904,0,0,-0.0159299730414892,1,0,7,0,0,5,7,5,0,0,0,1,6,0,1,5,12,16,3,1,7,"report",78,10,"SDG","GC-member","GRI","<IR>"
"159","JP3173400007","JP",2016,0.2997,299.6190673,0,83.89703271,82.38254582,0.254969691,-7.413288642,-0.043165288,0.274465248,-5.898801755,-0.02366973,1795.396206,0,0,NA,17.00547456,1,5,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"JKT",9.72225875723684,0.274957620562622,0,0,7.49298100414223,0,0,-0.0453852955704096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"160","JP3173400007","JP",2020,0.2974,498.6355695,0,140.3296494,119.935036,0.310470624,-28.35918237,-0.066409976,0.306869963,-7.964568931,-0.070010637,2699.158488,0,0,NA,18.79140735,0.8,1,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"JKT",7.57115431881579,0.24052643520851,0,0,7.90069533230177,0,0,-0.0438848234895894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"161","JP3188220002","JP",2016,0.2997,926.8085722,0,214.8650501,404.2834962,0.295205243,126.5189671,-0.002880099,0.174513163,-62.89947899,-0.123572179,21248.25282,16.38502898,1553.65092,NA,3.985538936,1.6,20,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"JKT",0.707880205083334,0.436210354895982,0.000771123589257067,0.0731189963316711,9.964029950737,0,0,-0.0188959466131351,0,0,1,0,0,3,1,0,0,0,0,0,6,0,18,2,10,1,0,3,0,"report",55,7,"SDG","no GC-member","GRI","no report<IR>"
"162","JP3188220002","JP",2020,0.2974,1779.438415,0,358.28914,556.7933495,0.340608089,27.58836493,0.004403922,0.256570994,-170.9158446,-0.079633173,25452.14736,12.20481814,2030.94514,NA,7.294443049,2.6,45,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"JKT",2.24723174988889,0.312903972852581,0.000479520174363787,0.0797946480221856,10.1445553940578,0,0,-0.0216681638626891,0,0,26,0,0,0,19,0,0,0,0,0,15,0,0,2,2,6,0,3,1,"report",3,5,"SDG","no GC-member","GRI","<IR>"
"163","JP3197600004","JP",2016,0.2997,688.3527593,0,170.8784472,106.0602554,0.334357045,-100.2390665,0.036134334,0.236348218,-35.42087471,-0.061874493,5541.245605,0.18589509,531.049286,NA,12.87491008,2,36,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"JKT",9.59725134908333,0.154078347136801,3.35475276230785e-05,0.0958357242856771,8.61997459291661,0,0,-0.0187678492515363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"164","JP3197600004","JP",2020,0.2974,951.2394687,0,239.417487,321.1468024,0.257928173,38.24818438,-0.098149367,0.33230853,-43.48113103,-0.02376901,6745.955043,1.427618496,588.2096923,NA,14.22059213,4.1,94,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"JKT",9.17338083088889,0.337608786185976,0.000211625853848727,0.0871944281500009,8.81669835135391,0,0,-0.0471864716250061,1,0,0,0,0,1,9,0,0,1,0,0,30,0,1,2,5,12,1,6,1,"report",15,8,"SDG","GC-member","GRI","<IR>"
"165","JP3197800000","JP",2016,0.2997,604.7974096,0,183.603831,187.1037732,0.283676114,5.845989566,-0.014749937,0.255779161,2.34604731,-0.04264689,6261.338934,0.033260204,468.1703761,NA,9.484542652,3.5,84,"MACHINERY & EQUIPMENT","#Calc",6.522207615,12,7.57868823,"JKT",2.962335037,0.309366029401062,5.31199546144869e-06,0.0747716073247154,8.74214932844398,0,0,-0.0295929029424154,0,0,3,0,0,0,7,3,0,1,1,0,3,0,0,3,8,4,0,0,0,"report",36,8,"SDG","no GC-member","no GRI","no report<IR>"
"166","JP3197800000","JP",2020,0.2974,613.7147452,0,142.309709,134.7100518,0.317398648,-47.80871337,-0.05210164,0.353038147,-40.20905622,-0.016462141,7424.244665,6.408088877,407.1756757,NA,8.246927627,4.1,85,"MACHINERY & EQUIPMENT","#Calc",6.321953985,12,6.460258513,"JKT",1.924973642,0.219499454516284,0.000863130078027944,0.0548440540516589,8.91250622987666,0,0,-0.0178987722177627,0,0,1,0,0,1,28,3,0,0,1,1,30,0,0,1,2,26,0,2,0,"report",3,9,"SDG","no GC-member","GRI","no report<IR>"
"167","JP3198900007","JP",2016,0.2997,1058.395467,0,297.6982546,328.966868,0.385833971,11.76574665,0.087038834,0.308536105,-19.50286675,0.009740967,7626.294506,9.049834582,NA,NA,13.80800522,3.2,93,"RECREATION","#Calc",11.0784092514286,7,13.80800522,"JKT",2.72959596857143,0.310816588181778,0.00118666209059721,NA,8.93935735834479,0,0,-0.0427199417133814,0,0,1,0,0,3,0,3,0,1,0,1,3,0,2,3,0,0,0,0,0,"report",0,8,"noSDG","no GC-member","no GRI","no report<IR>"
"168","JP3198900007","JP",2020,0.2974,-639.3140866,0,-128.3550035,3.667824607,0.205157841,193.799834,-0.180369402,0.316342027,61.7770058,-0.069185216,9415.973258,24.50562407,NA,NA,-6.611425195,2.7,43,"RECREATION","#Calc",5.01208132414286,7,3.273983808,"JKT",-11.6235065191429,-0.00573712465261985,0.00260255880072509,NA,9.15016280887661,0,0,-0.000591457149245485,0,0,1,1,0,11,0,3,0,1,0,0,17,0,15,8,1,7,0,0,0,"report",1,9,"SDG","no GC-member","no GRI","no report<IR>"
"169","JP3200450009","JP",2016,0.2997,3924.414145,0,1330.153516,469.2415986,0.255285627,-706.9053206,-0.043121931,0.268093903,154.006597,-0.030313655,100797.765,165.02988,NA,1126.353448,3.824239151,2,37,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"JKT",1.73914680258,0.119569846928069,0.0016372374923194,NA,11.5208714617545,1,0.287011871424187,-0.00453859397981131,0,0,0,0,0,0,11,1,0,0,0,0,0,0,3,3,0,0,0,0,0,"report",0,4,"noSDG","no GC-member","no GRI","no report<IR>"
"170","JP3200450009","JP",2020,0.2974,2711.370982,0,855.6403076,719.3462081,0.528142807,-87.0155219,0.221410134,0.545953339,49.27857758,0.239220667,122742.8288,165.6754795,NA,1093.671753,2.159627586,1.9,14,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"JKT",-0.406689591235294,0.265307186982353,0.00134977726291412,NA,11.7178466227689,1,0.40336485130975,-0.00579490140282258,0,0,0,0,0,1,36,0,0,0,3,0,1,0,0,2,2,0,0,0,1,"report",3,6,"noSDG","no GC-member","no GRI","<IR>"
"171","JP3201200007","JP",2016,0.2997,576.9917998,0,181.6553143,66.14798517,0.290562716,-106.7764572,-0.007822796,0.27409343,8.730871917,-0.024292083,8615.561307,74.83375596,NA,NA,6.373511588,3.3,74,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"JKT",3.09585285708333,0.114642851411283,0.00868588282219045,NA,9.06132530145361,0,0,-0.00747702192005299,1,1,2,1,1,0,1,12,0,6,0,1,6,0,10,1,14,2,0,8,0,"report",105,13,"SDG","no GC-member","GRI","no report<IR>"
"172","JP3201200007","JP",2020,0.2974,718.6201862,0,105.0374451,249.5063618,NA,35.78871846,NA,NA,-108.6801983,NA,10709.98236,106.9346175,0,NA,6.931421535,2.9,51,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"JKT",1.88421023588889,0.347201994309912,0.00998457456843094,0,9.27893151638161,0,0,-0.0230970674881897,1,0,1,0,1,1,19,1,0,11,0,0,11,0,8,8,3,2,0,46,1,"report",6,11,"SDG","no GC-member","GRI","<IR>"
"173","JP3205800000","JP",2016,0.2997,1688.126789,0,511.1500299,448.2651673,0.272759033,-57.66643135,-0.025545546,0.275745274,5.218431254,-0.022559305,11474.33431,18.33455421,0,NA,14.00133884,4.5,99,"CHEMICALS","#Calc",11.6110565129444,18,9.6708776455,"JKT",2.39028232705556,0.265539988003828,0.00159787519821705,0,9.34786802104554,0,0,-0.038625844370519,1,1,1,0,0,1,0,2,0,2,0,0,2,0,2,2,4,7,0,0,0,"report",10,10,"SDG","no GC-member","no GRI","no report<IR>"
"174","JP3205800000","JP",2020,0.2974,1605.669962,0,429.9394751,504.6618769,0.337620073,27.13563035,-0.024929668,0.34549226,-47.58677146,-0.017057481,16132.65505,29.68603001,0,NA,10.3288563,4.2,92,"CHEMICALS","#Calc",8.84973133683333,18,7.2184054875,"JKT",1.47912496316667,0.314299880326216,0.00184012054543992,0,9.68860076079744,0,0,-0.0309860102310321,0,0,7,0,0,3,6,1,1,0,0,0,15,0,1,3,5,3,0,0,0,"report",15,9,"SDG","no GC-member","no GRI","no report<IR>"
"175","JP3236200006","JP",2016,0.2997,2044.363369,0,630.0173101,NA,NA,NA,NA,0.299794478,17.32160855,0.00154954,11223.10864,0,105.2845426,NA,18.8198719,0.6,1,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"JKT",11.5366560972368,NA,0,0.00938104993698074,9.32573020309058,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"176","JP3236200006","JP",2020,0.2974,2702.253279,0,842.0438986,713.1985946,0.286381235,-90.45153056,-0.031278329,0.33105741,38.39377344,0.013397845,18188.90577,0,0,NA,14.90390266,1.5,10,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"JKT",3.68364962881579,0.263927367631478,0,0,9.80856711412276,0,0,-0.0387688023823466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
