"","ISIN","Country","year","str","PTI","SI","TXT","CTP","cetr_5","diff_c","cetr_5_s","etr_5","diff_e","etr_5_s","ASSETS","LTD","RD","PTI_FOREIGN","ROA","FTSE_ESG_a","ESG","Sector","CAPEX","mean_ROA","n","median_ROA","ctrygrp","PERF","cetr","LEV","RDS","SIZE","FOREIGN","FOR","BTD","sdg01","sdg02","sdg03","sdg04","sdg05","sdg06","sdg07","sdg08","sdg09","sdg10","sdg11","sdg12","sdg13","sdg14","sdg15","sdg16","sdg17","sdg","gc","gri","int","report","sdg_total","s_themes","SDG","GC","GRI","INT"
"485","US4404521001","US",2016,0.38923934,1317.215,0,426.698,372,0.204306866,-140.7118972,-0.109675256,0.239920768,-86.01389724,-0.074061354,6737.32,5.620496016,0,NA,20.45817433,2.9,68,"FOOD","#Calc",6.32797143857143,7,6.607017231,"USA",14.1302028914286,0.282414032637041,0.000834233198957449,0,8.81541749871937,0,0,-0.054453830458939,1,16,0,1,0,1,11,2,0,1,0,0,0,0,0,4,1,0,0,33,0,"report",1,9,"noSDG","no GC-member","GRI","no report<IR>"
"486","US4404521001","US",2020,0.25766571,1114.747,0,206.393,169.7,0.115706713,-117.5320772,-0.24124289,0.22962073,-80.83907723,-0.127328873,9908.282,21.1464921,0,NA,12.21868518,3.8,80,"FOOD","#Calc",6.28121465071429,7,6.948916363,"USA",5.93747052928571,0.152231851711644,0.002134223884625,0,9.20112625205323,0,0,-0.0168371953107255,1,28,1,0,0,5,9,0,0,1,0,0,8,0,1,3,2,0,0,61,0,"report",3,10,"noSDG","no GC-member","GRI","no report<IR>"
"487","US4461501045","US",2016,0.38923934,919.762,0,207.941,4.979,0.050660438,-353.0285538,-0.253765317,0.160349789,-150.0665538,-0.144075966,99714.097,116.4303746,NA,NA,1.077431127,2.8,45,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"USA",-1.00766122142,0.00541335693364153,0.00116764206970655,NA,11.5100623401373,0,0,-1.40293549630119e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"488","US4461501045","US",2020,0.25766571,972,0,155,81,0.207273203,-169.4510701,-0.121275119,0.238040598,-95.45107012,-0.090507724,123038,67.3824367,NA,NA,0.837786589,4.1,69,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"USA",-1.72853058823529,0.0833333333333333,0.000547655494237553,NA,11.7202485297309,0,0,-0.00063797761097222,2,3,13,0,0,3,59,6,0,1,2,0,31,0,2,28,5,1,6,1,0,"report",14,12,"SDG","GC-member","GRI","no report<IR>"
"489","US45167R1041","US",2016,0.38923934,368.512,0,97.403,109.399,0.212740246,-34.04036766,-0.09132975,0.226543496,-46.03636766,-0.077526501,3154.944,65.76105613,0,103.252,12.36537158,NA,NA,"CONSTRUCTION","#Calc",10.0916379183846,13,8.934931966,"USA",2.27373366161538,0.296866859152484,0.0208438108980698,0,8.05672602521398,1,0.280186262591177,-0.0342207678879179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"490","US45167R1041","US",2020,0.25766571,470.34,0,92.562,87.193,0.222628873,-33.99749004,-0.125842858,0.262765939,-28.62849004,-0.085705792,4414.398,45.48506556,NA,173.985,11.43223821,1.9,16,"CONSTRUCTION","#Calc",10.0895793633077,13,10.53648516,"USA",1.34265884669231,0.185382914487392,0.0103037980626124,NA,8.39262675040021,1,0.369913254241612,-0.019477422538608,2,0,3,0,1,0,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,"report",3,7,"noSDG","no GC-member","no GRI","no report<IR>"
"491","US45168D1046","US",2016,0.38923934,321.846,0,99.792,74.7,0.180949895,-50.57512462,-0.116535453,0.201529054,-25.48312462,-0.095956294,1530.704,NA,101.122,93.971,21.41573153,1.8,27,"MISCELLANEOUS","#Calc",9.65414834079167,25,8.001365832,"USA",11.7615831892083,0.232098581309073,NA,0.0660624131118753,7.33348303927776,1,0.291975043965126,-0.04798265945198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"492","US45168D1046","US",2020,0.25766571,661.985,0,79.854,110.7,0.243775913,-59.87083503,0.04589712,0.175985385,-90.71683503,-0.021893408,2294.561,158.7203048,141.249,178.291,32.08040831,2.2,24,"MISCELLANEOUS","#Calc",7.52911575376,25,5.686270073,"USA",23.3061445639832,0.167224332877633,0.069172405876331,0.0615581804101089,7.73829681879421,1,0.26932785486076,-0.0475011523553553,0,1,22,0,0,6,3,0,0,0,0,0,9,0,0,2,0,0,0,0,0,"report",0,6,"noSDG","no GC-member","no GRI","no report<IR>"
"493","US45784P1012","US",2016,0.38923934,-26.818,0,0.392,0.932,-0.320829508,11.37062062,-0.870543895,-0.349787199,10.83062062,-0.899501585,456.647,527.3745051,55.71,NA,-7.32959538,NA,NA,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"USA",-10.6072541109167,-0.0347527779849355,1.15488441859905,0.121997954656441,6.12391066353328,0,0,-0.0022695565857242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"494","US45784P1012","US",2020,0.25766571,9.7,0,2.9,3,0.470561556,0.500642613,0.079896878,0.272670579,0.400642613,-0.117994099,1872.9,178.2968854,146.8,NA,0.643278732,1.5,10,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"USA",-4.40393256711111,0.309278350515464,0.0951982943029526,0.0783811201879438,7.53524331073581,0,0,-0.00158844915699183,0,0,7,0,0,2,1,0,1,9,0,0,19,0,1,6,0,0,0,59,0,"report",0,8,"noSDG","no GC-member","GRI","no report<IR>"
"495","US49271V1008","US",2016,0.38923934,1283,0,434,431,0.290857484,-68.39407322,-0.01543911,0.23887063,-65.39407322,-0.067425963,9791,209.8406748,0,NA,13.75133976,3,75,"BEVERAGES","#Calc",9.06036894222222,9,7.697758787,"USA",4.69097081777778,0.335931410756041,0.0214319962005924,0,9.18921887535407,0,0,-0.0435099641781023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"496","US49271V1008","US",2020,0.25766571,1753,0,428,582,0.10282503,130.3120104,-0.25266453,0.24681045,-23.68798963,-0.108679111,49779,61.41676109,0,386,3.530821676,3.8,78,"BEVERAGES","#Calc",5.46962962911111,9,3.530821676,"USA",-1.93880795311111,0.332002281802624,0.00123378856726732,0,10.8153484873309,1,0.220193953223046,-0.0116009385504671,0,4,109,0,0,3,5,3,0,3,0,0,18,1,7,13,2,3,0,12,0,"report",3,11,"SDG","no GC-member","GRI","no report<IR>"
"497","US4932671088","US",2016,0.38923934,968,0,179,144,0.048519073,-232.7836811,-0.253482774,0.196035496,-197.7836811,-0.105966352,137282,96.41732283,NA,NA,0.8302136,3.6,60,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"USA",-1.25487874842,0.148760330578512,0.000702330406244082,NA,11.8297924833802,0,0,-0.00102148980338865,0,0,0,0,0,0,20,1,0,0,0,0,3,0,0,0,0,0,0,88,0,"report",0,3,"noSDG","no GC-member","GRI","no report<IR>"
"498","US4932671088","US",2020,0.25766571,1556,0,227,241,0.25151862,-159.9278448,-0.121174942,0.30284356,-173.9278448,-0.069850001,171500,85.6403982,NA,NA,0.983291626,3.3,44,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"USA",-1.58302555123529,0.154884318766067,0.00049936092244898,NA,12.0523385455881,0,0,-0.00138187009651545,0,0,2,0,1,0,59,1,0,5,0,0,64,0,0,27,0,0,0,30,0,"report",0,7,"noSDG","no GC-member","GRI","no report<IR>"
"499","US4943681035","US",2016,0.38923934,3009,0,922,744,0.236018816,-427.2211741,-0.080886324,0.255431942,-249.2211741,-0.061473197,14602,NA,0,921,20.43879908,3.4,81,"CHEMICALS","#Calc",11.6110565129444,18,9.6708776455,"USA",8.82774256705556,0.247258225324028,NA,0,9.58891378461603,1,0.306081754735793,-0.0501498279865361,4,0,2,0,1,7,9,0,0,5,1,1,10,0,5,11,6,4,13,137,0,"report",15,12,"SDG","GC-member","GRI","no report<IR>"
"500","US4943681035","US",2020,0.25766571,2930,0,676,533,0.265037252,-221.9605303,-0.090400183,0.30619662,-78.9605303,-0.049240815,17523,1424.920128,0,594,17.86258611,4,84,"CHEMICALS","#Calc",8.84973133683333,18,7.2184054875,"USA",9.01285477316667,0.181911262798635,0.081317133367574,0,9.77126958270842,1,0.202730375426621,-0.0299863262396279,1,0,12,0,2,29,11,0,0,4,0,0,17,1,19,17,1,5,24,231,0,"report",1,11,"SDG","GC-member","GRI","no report<IR>"
"501","US5010441013","US",2016,0.38923934,2914,0,957,557,0.209077002,-577.2434368,-0.091106004,0.196911197,-177.2434368,-0.103271809,37525,210.1672141,NA,NA,8.046945116,2.9,68,"RETAILERS","#Calc",9.188784843,10,7.514036202,"USA",-1.141839727,0.19114619080302,0.00560072522584943,NA,10.5327626565017,0,0,-0.0145411743006636,0,26,3,0,0,0,7,1,0,0,0,0,1,0,2,1,1,0,0,14,0,"report",1,8,"noSDG","no GC-member","GRI","no report<IR>"
"502","US5010441013","US",2020,0.25766571,3370,0,782,659,0.233019667,-209.3334427,-0.071187956,0.274958952,-86.3334427,-0.029248671,51649,214.9853801,NA,NA,6.770603126,3.6,66,"RETAILERS","#Calc",5.6937699179,10,5.8812420105,"USA",1.0768332081,0.195548961424332,0.00416243063950899,NA,10.8522261132761,0,0,-0.0125910795092451,0,37,2,0,0,6,8,0,0,1,0,0,5,0,3,22,0,7,0,1,0,"report",0,8,"SDG","no GC-member","GRI","no report<IR>"
"503","US5018892084","US",2016,0.38923934,677.281,0,220.566,230.036,0.29314979,-33.58840943,-0.014039579,0.287922987,-43.05840943,-0.019266382,8303.199,97.06129832,NA,163.437,9.709400793,1.6,24,"MISCELLANEOUS","#Calc",9.65414834079167,25,8.001365832,"USA",0.0552524522083342,0.339646321098628,0.0116896268919967,NA,9.02439614121558,1,0.241313428252084,-0.0273870054066697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"504","US5018892084","US",2020,0.25766571,884.995,0,249.498,248.083,0.139469688,20.05013498,-0.207554329,0.151539934,21.46513498,-0.195484083,12360.533,75.86856346,NA,171.908,7.040396072,1.1,6,"MISCELLANEOUS","#Calc",7.52911575376,25,5.686270073,"USA",-0.48871968176,0.280321357747784,0.00613796860216303,NA,9.42226385305926,1,0.194247425126696,-0.0198860899728018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"report",1,2,"noSDG","no GC-member","GRI","no report<IR>"
"505","US5128071082","US",2016,0.38923934,960.117,0,46.068,39.745,0.067045904,-333.9703074,-0.224385797,0.137910859,-327.6473074,-0.153520842,12271.528,77.03136661,913.712,1073.724,8.87510806,1.5,12,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"USA",1.59189225723684,0.0413959965295896,0.00627724327483912,0.0744578833214576,9.41503706132891,1,1.11832620399389,-0.00293425944397244,0,1,3,1,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,11,0,"report",0,6,"noSDG","no GC-member","GRI","no report<IR>"
"506","US5128071082","US",2020,0.25766571,2574.978,0,323.225,222.909,NA,-440.5745346,NA,NA,-340.2585346,NA,14559.047,115.9032567,1252.412,2530.239,19.38961717,3,46,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"USA",8.16936413881579,0.086567341546219,0.00796090957739198,0.0860229381772035,9.58596786631181,1,0.982625482625483,-0.0148549671317055,0,1,13,0,4,0,19,0,0,1,0,0,5,0,2,19,4,4,0,15,0,"report",10,9,"SDG","no GC-member","GRI","no report<IR>"
"507","US5132721045","US",2016,0.38923934,457.1,0,170.2,170,0.238115986,-7.921302314,-0.073147216,0.273539279,-7.721302314,-0.037723923,2485.6,NA,0,NA,19.68603975,3.2,79,"FOOD","#Calc",6.32797143857143,7,6.607017231,"USA",13.3580683114286,0.371909866549989,NA,0,7.81826935807884,0,0,-0.0676781408822256,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"report",3,5,"noSDG","no GC-member","no GRI","no report<IR>"
"508","US5132721045","US",2020,0.25766571,356.5,0,90.5,84.1,0.286186833,-7.757825615,-0.096681579,0.310749606,-1.357825615,-0.072118807,4209.4,600.6658344,0,NA,8.036791145,2.1,21,"FOOD","#Calc",6.28121465071429,7,6.948916363,"USA",1.75557649428572,0.235904628330996,0.142696306932104,0,8.34507539870507,0,0,-0.0197608736978786,0,21,1,0,0,2,1,0,0,0,0,0,6,0,0,2,2,0,0,33,0,"report",3,7,"noSDG","no GC-member","GRI","no report<IR>"
"509","US5184391044","US",2016,0.38923934,1555.2,0,434.4,450.9,0.280169778,-154.4450216,-0.027027959,0.296453934,-170.9450216,-0.010743803,9223.3,62.75371651,0,NA,17.81188261,2.7,52,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"USA",14.5342238790833,0.289930555555556,0.00680382471674997,0,9.12948817008392,0,0,-0.0482307362640617,0,0,3,1,0,1,1,0,0,0,0,1,2,0,5,0,0,0,0,1,0,"report",0,7,"noSDG","no GC-member","GRI","no report<IR>"
"510","US5184391044","US",2020,0.25766571,1046,0,350,537,0.261617933,267.4816673,-0.083010468,0.138616276,80.48166734,-0.206012125,17781,223.3545108,0,2277,6.762129489,3.5,55,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"USA",1.71491818988889,0.513384321223709,0.0125614144761262,0,9.78588575045595,1,2.17686424474187,-0.0300491995204657,1,0,12,0,24,5,27,0,0,4,0,3,30,2,9,22,5,8,0,77,0,"report",15,12,"SDG","no GC-member","GRI","no report<IR>"
"511","US5260571048","US",2016,0.38923934,1330.469,0,417.378,374.731,0.156130583,-143.1398755,-0.13401878,0.25421658,-100.4928755,-0.035932782,15361.781,89.3182819,NA,NA,8.934931966,1,8,"CONSTRUCTION","#Calc",10.0916379183846,13,8.934931966,"USA",-1.15670595238461,0.281653311726917,0.00581431813798153,NA,9.63963795050075,0,0,-0.0240566045854641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"512","US5260571048","US",2020,0.25766571,3123.788,0,656.235,402.18,0.129197888,-402.7130529,-0.14518441,0.175201728,-148.6580529,-0.099180569,29935.177,41.92542024,NA,NA,10.53648516,1.5,17,"CONSTRUCTION","#Calc",10.0895793633077,13,10.53648516,"USA",0.446905796692308,0.128747533443371,0.00140054024868468,NA,10.3067895561531,0,0,-0.0131661512965467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"513","US5303073051","US",2016,0.38923934,1475.672,0,558.369,-9.41,-0.002630736,-583.7995953,-0.374183502,0.220251663,-16.02059534,-0.151301103,9615.638,7.063678761,10.24,NA,22.3871713,0.9,4,"UTILITIES","#Calc",8.11653216263636,11,7.00124334,"USA",14.2706391373636,-0.00637675581023425,0.000734603232879607,0.0010649319369136,9.17114601047569,0,0,0.00157596364935585,0,0,2,2,0,0,8,8,0,0,0,1,7,0,0,0,4,3,0,61,0,"report",10,7,"SDG","no GC-member","GRI","no report<IR>"
"514","US5303073051","US",2020,0.25766571,361.165,0,-36.443,0.003,0.010018327,-93.05683615,-0.368705433,0.41420207,-129.5028362,0.03547831,21706.705,36.54370309,NA,NA,2.126811531,1.3,9,"UTILITIES","#Calc",4.28660832290909,11,2.327805071,"USA",-2.15979679190909,8.30645272936193e-06,0.00168352143220263,NA,9.98537647797727,0,0,4.27332642849986e-05,0,0,0,0,1,0,4,0,1,1,0,0,8,0,1,1,1,0,0,78,0,"report",1,8,"noSDG","no GC-member","GRI","no report<IR>"
"515","US5502411037","US",2016,0.38923934,1020,0,394,397,-0.009547829,-0.0241268,-0.231483694,-0.120338678,-3.0241268,-0.342274542,47017,146.9363385,NA,NA,2.155969605,NA,NA,"UTILITIES","#Calc",8.11653216263636,11,7.00124334,"USA",-5.96056255763636,0.38921568627451,0.00312517469213263,NA,10.7582645174214,0,0,-0.00835931171133845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"516","US5502411037","US",2020,0.25766571,-782,0,450,-28,0.269794967,173.4945852,-0.140813498,0.460212576,651.4945852,0.049604111,59394,301.2094607,NA,NA,-1.259908487,3.1,42,"UTILITIES","#Calc",4.28660832290909,11,2.327805071,"USA",-5.54651680990909,0.0358056265984655,0.00507137860221571,NA,10.9919484901479,0,0,0.000437503016260902,0,7,0,0,0,1,15,1,0,2,0,0,17,0,0,0,0,0,0,0,0,"report",0,6,"noSDG","no GC-member","no GRI","no report<IR>"
"517","US55261F1049","US",2016,0.38923934,2002.303,0,698.189,276.866,0.161662521,-502.5090982,-0.148508118,0.276449203,-81.1860982,-0.033721436,123449.206,58.57644459,NA,NA,1.626321201,2.3,31,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"USA",-0.45877114742,0.138273777744927,0.000474498350276955,NA,11.7235850629989,0,0,-0.00217961911409944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"518","US55261F1049","US",2020,0.25766571,1634.842,0,334.69,275.558,0.151756336,-145.6847247,-0.142405995,0.22716354,-86.55272467,-0.066998792,142601.105,30.69370567,NA,NA,1.245717945,2.2,13,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"USA",-1.32059923223529,0.168553291388403,0.000215241709873146,NA,11.8678065358804,0,0,-0.00190282938377877,4,2,5,0,0,0,9,3,0,4,0,0,12,0,0,3,0,0,0,1,0,"report",10,8,"noSDG","no GC-member","GRI","no report<IR>"
"519","US5732841060","US",2016,0.38923934,607.028,0,181.584,124.342,0.152798973,-111.9371781,-0.152111545,0.144588513,-54.69517808,-0.160322004,7559.613,40.72941934,NA,3.865,8.197140923,1.5,29,"CONSTRUCTION","#Calc",10.0916379183846,13,8.934931966,"USA",-1.89449699538462,0.204837338640063,0.00538776513295059,NA,8.93057527738711,1,0.00636708685596052,-0.0161356418932007,0,7,19,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"report",0,4,"noSDG","no GC-member","no GRI","no report<IR>"
"520","US5732841060","US",2020,0.25766571,889.3,0,168.2,114.9,0.256961238,-114.2421159,-0.051774332,-0.027499482,-60.9421159,-0.336235052,10883.3,52.42331132,NA,NA,8.348627729,2.2,24,"CONSTRUCTION","#Calc",10.0895793633077,13,10.53648516,"USA",-1.74095163430769,0.129202743731024,0.0048168580595959,NA,9.29498478324464,0,0,-0.0103469148917121,0,0,38,0,0,4,1,1,0,0,0,0,6,0,5,0,0,0,0,0,0,"report",0,6,"noSDG","no GC-member","no GRI","no report<IR>"
"521","US5745991068","US",2016,0.38923934,832,0,296,190,0.322407883,-133.8471309,0.01603352,0.28277635,-27.84713088,-0.023598014,5137,NA,NA,216,15.40598093,1.4,24,"ELECTRICAL","#Calc",-0.896444010375,9,9.9628529615,"USA",16.302424940375,0.228365384615385,NA,NA,8.54422453046727,1,0.259615384615385,-0.0363561473021608,0,0,0,0,0,0,1,0,0,1,0,0,7,0,6,0,1,0,0,18,0,"report",1,5,"noSDG","no GC-member","GRI","no report<IR>"
"522","US5745991068","US",2020,0.25766571,1131,0,269,442,0.144912613,150.580082,-0.200463366,0.239602059,-22.41991801,-0.105773921,5777,1529.74359,NA,239,20.93669011,2.7,42,"ELECTRICAL","#Calc",1.32022453177778,9,5.430948617,"USA",19.6164655782222,0.390804597701149,0.264798959667648,NA,8.66163979578127,1,0.21131741821397,-0.0760058509295309,0,1,15,2,0,2,2,25,1,0,0,0,6,0,0,17,6,0,0,22,0,"report",21,10,"noSDG","no GC-member","GRI","no report<IR>"
"523","US57772K1016","US",2016,0.38923934,285.054,0,57.579,43.898,0.156905319,-67.05623082,-0.140579505,0.146943634,-53.37523082,-0.15054119,4234.616,58.81956378,467.161,334.039,6.746291751,2.3,42,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"USA",-0.536924051763157,0.153998891438114,0.0138901765307645,0.110319566166094,8.35104793001171,1,1.17184463294674,-0.0101044481227475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"524","US57772K1016","US",2020,0.25766571,678.096,0,23.402,98.211,0.201121123,-76.51108729,-0.180080944,0.288852548,-151.3200873,-0.09234952,3629.303,63.51784692,440.166,605.242,18.39332129,3,48,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"USA",7.17306825881579,0.144833474906208,0.0175013899142618,0.121281138554703,8.19679589780314,1,0.892560935324792,-0.0265791473258415,1,7,3,0,3,0,6,2,0,3,0,0,5,0,0,3,0,0,0,127,0,"report",1,9,"noSDG","no GC-member","GRI","no report<IR>"
"525","US58155Q1031","US",2016,0.38923934,6891,0,1614,587,0.451948052,-2095.248292,-0.049843733,0.322077922,-1068.248292,-0.179713863,60969,77.01667418,341,1119,11.73016035,2.3,52,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"USA",8.45250161908333,0.0851835727760848,0.00126321038855812,0.00559300628188096,11.0181208172584,1,0.162385720505007,-0.00918790724926766,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,8,0,"report",1,4,"noSDG","no GC-member","GRI","no report<IR>"
"526","US58155Q1031","US",2020,0.25766571,-5034,0,-695,379,-0.204083417,1676.089184,-0.400803643,0.09268582,602.0891841,-0.104034406,65015,NA,0,985,-7.973895551,2.6,36,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"USA",-13.0211068501111,-0.0752880413190306,NA,0,11.0823732914854,1,-0.195669447755264,-0.00602893012137814,0,0,0,0,0,0,12,0,0,8,0,0,2,0,0,14,2,0,0,123,0,"report",3,5,"noSDG","no GC-member","GRI","no report<IR>"
"527","US5926881054","US",2016,0.38923934,504.193,0,119.823,92.586,0.189452318,-103.6657506,-0.113484372,0.228960483,-76.42875055,-0.073976207,2166.777,205.5510722,119.968,466.83,24.43913301,2.6,49,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"USA",21.1614742790833,0.183632061531993,0.0948648948184331,0.0553670266944868,7.68099608899601,1,0.925895440833173,-0.0418240928782583,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,1,0,0,0,3,0,"report",0,4,"noSDG","no GC-member","GRI","no report<IR>"
"528","US5926881054","US",2020,0.25766571,748.743,0,146.004,134.674,0.44088002,-58.2513967,0.060622047,0.097232751,-46.9213967,-0.283025222,2814.549,507.1325727,140.102,654.092,26.72235437,3.7,77,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"USA",21.6751430708889,0.179866790073497,0.180182534644094,0.0497777796726936,7.94255731459442,1,0.87358679814035,-0.0471637715431406,0,0,2,0,0,0,7,0,0,4,0,0,1,0,0,1,13,7,0,7,0,"report",91,6,"SDG","no GC-member","GRI","no report<IR>"
"529","US6092071058","US",2016,0.38923934,1497,0,129,527,0.278543918,-55.69129198,-0.017600992,0.173561933,-453.691292,-0.122582977,61538,68.35578872,0,1818,2.407120059,3,71,"FOOD","#Calc",6.32797143857143,7,6.607017231,"USA",-3.92085137957143,0.352037408149633,0.00111078989762423,0,11.0274101491604,1,1.21442885771543,-0.00846912618349963,0,5,75,0,2,0,3,0,0,0,0,0,14,0,2,4,8,5,0,0,0,"report",36,8,"SDG","no GC-member","no GRI","no report<IR>"
"530","US6092071058","US",2020,0.25766571,4372,0,1224,1264,0.293073387,137.4855159,-0.00558753,0.17958472,97.48551588,-0.119076197,67810,75.08158677,0,3858,6.607972794,3,50,"FOOD","#Calc",6.28121465071429,7,6.948916363,"USA",0.326758143285715,0.289112534309241,0.00110723472599912,0,11.1244649556779,1,0.882433668801464,-0.0184741904609763,3,7,54,6,1,1,7,2,0,2,0,1,26,0,3,18,7,17,1,0,0,"report",25,14,"SDG","GC-member","no GRI","no report<IR>"
"531","US6200763075","US",2016,0.38923934,844,0,282,66,0.120454108,-262.518003,-0.186167525,0.383490475,-46.51800296,0.076868842,8463,NA,553,193,10.04223928,3,61,"UTILITIES","#Calc",8.11653216263636,11,7.00124334,"USA",1.92570711736364,0.0781990521327014,NA,0.065343258891646,9.04345899967011,1,0.228672985781991,-0.00741047146052227,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,3,0,"report",0,2,"noSDG","no GC-member","GRI","no report<IR>"
"532","US6200763075","US",2020,0.25766571,1174,0,221,181,0.23149676,-121.4995435,-0.097542219,0.283831476,-81.49954354,-0.045207504,10876,NA,686,145,10.91179478,3.3,54,"UTILITIES","#Calc",4.28660832290909,11,2.327805071,"USA",6.62518645709091,0.154173764906303,NA,0.0630746598013976,9.29431380575236,1,0.12350936967632,-0.016364012924292,0,0,3,0,0,1,12,0,0,4,0,0,4,0,2,8,0,0,0,13,0,"report",0,7,"noSDG","no GC-member","GRI","no report<IR>"
"533","US62944T1051","US",2016,0.38923934,661.697,0,236.435,218.984,0.213765767,-38.57450356,-0.087700345,0.225801195,-21.12350356,-0.075664917,2643.943,45.72495038,NA,NA,25.66875518,0.8,2,"CONSTRUCTION","#Calc",10.0916379183846,13,8.934931966,"USA",15.5771172616154,0.330943014703104,0.0172942269859827,NA,7.88002664249411,0,0,-0.0818506355713418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"534","US62944T1051","US",2020,0.25766571,1078.033,0,176.785,163.076,0.240515197,-114.6961383,-0.108102028,0.283753503,-100.9871383,-0.064863722,5777.141,51.24115635,NA,NA,22.48957855,1.5,12,"CONSTRUCTION","#Calc",10.0895793633077,13,10.53648516,"USA",12.3999991866923,0.151271807078262,0.00886963921254475,NA,8.66166420261515,0,0,-0.027746990876026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"535","US6311031081","US",2016,0.38923934,136,0,28,191,0.246572159,138.0634498,-0.042341183,0.3023472,-24.93655024,0.013433857,14150,66.35359116,NA,291,1.04571143,2.6,63,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"USA",-1.03938091842,1.40441176470588,0.00468929972862191,NA,9.55746990307138,1,2.13970588235294,-0.0134608222259788,6,5,4,3,6,3,6,5,2,3,1,2,13,0,7,5,18,10,11,11,2,"report",156,16,"SDG","GC-member","GRI","<IR>"
"536","US6311031081","US",2020,0.25766571,1212,0,279,290,0.137000887,-22.29084052,-0.213001524,0.178324249,-33.29084052,-0.171678162,17979,92.89600497,NA,314,7.598031533,4.2,85,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"USA",5.03171435576471,0.239273927392739,0.00516691723510763,NA,9.79695968912629,1,0.259075907590759,-0.0159562318034818,0,0,6,0,5,1,29,5,0,4,0,0,21,0,1,12,0,0,3,24,0,"report",0,9,"noSDG","GC-member","GRI","no report<IR>"
