"","ISIN","Country","year","str"
"651","NL0011585146","IT",2018,0.278064
"652","NL0011585146","IT",2017,0.278064
"653","NL0011585146","IT",2016,0.3129275
"654","NL0011585146","IT",2015,0.3129275
"655","NL0011585146","IT",2014,0.3129275
"656","NL0011585146","IT",2013,0.3129275
"657","NL0011585146","IT",2012,0.3129275
"658","IT0000072618","IT",2020,0.2781
"659","IT0000072618","IT",2019,0.278064
"660","IT0000072618","IT",2018,0.278064
"661","IT0000072618","IT",2017,0.278064
"662","IT0000072618","IT",2016,0.3129275
"663","IT0000072618","IT",2015,0.3129275
"664","IT0000072618","IT",2014,0.3129275
"665","IT0000072618","IT",2013,0.3129275
"666","IT0000072618","IT",2012,0.3129275
"667","NL00150001Q9","IT",2020,0.2781
"668","NL00150001Q9","IT",2019,0.278064
"669","NL00150001Q9","IT",2018,0.278064
"670","NL00150001Q9","IT",2017,0.278064
"671","NL00150001Q9","IT",2016,0.3129275
"672","NL00150001Q9","IT",2015,0.3129275
"673","NL00150001Q9","IT",2014,0.3129275
"674","NL00150001Q9","IT",2013,0.3129275
"675","NL00150001Q9","IT",2012,0.3129275
"676","NL0000226223","IT",2020,0.2781
"677","NL0000226223","IT",2019,0.278064
"678","NL0000226223","IT",2018,0.278064
"679","NL0000226223","IT",2017,0.278064
"680","NL0000226223","IT",2016,0.3129275
"681","NL0000226223","IT",2015,0.3129275
"682","NL0000226223","IT",2014,0.3129275
"683","NL0000226223","IT",2013,0.3129275
"684","NL0000226223","IT",2012,0.3129275
"685","IT0005239360","IT",2020,0.2781
"686","IT0005239360","IT",2019,0.278064
"687","IT0005239360","IT",2018,0.278064
"688","IT0005239360","IT",2017,0.278064
"689","IT0005239360","IT",2016,0.3129275
"690","IT0005239360","IT",2015,0.3129275
"691","IT0005239360","IT",2014,0.3129275
"692","IT0005239360","IT",2013,0.3129275
"693","IT0005239360","IT",2012,0.3129275
"694","JP3122400009","JP",2020,0.2974
"695","JP3122400009","JP",2019,0.2974
"696","JP3122400009","JP",2018,0.2974
"697","JP3122400009","JP",2017,0.2997
"698","JP3122400009","JP",2016,0.2997
"699","JP3122400009","JP",2015,0.3211
"700","JP3122400009","JP",2014,0.3699
"701","JP3122400009","JP",2013,0.3699
"702","JP3122400009","JP",2012,0.3954
"703","JP3119600009","JP",2020,0.2974
"704","JP3119600009","JP",2019,0.2974
"705","JP3119600009","JP",2018,0.2974
"706","JP3119600009","JP",2017,0.2997
"707","JP3119600009","JP",2016,0.2997
"708","JP3119600009","JP",2015,0.3211
"709","JP3119600009","JP",2014,0.3699
"710","JP3119600009","JP",2013,0.3699
"711","JP3119600009","JP",2012,0.3954
"712","JP3116000005","JP",2020,0.2974
"713","JP3116000005","JP",2019,0.2974
"714","JP3116000005","JP",2018,0.2974
"715","JP3116000005","JP",2017,0.2997
"716","JP3116000005","JP",2016,0.2997
"717","JP3116000005","JP",2015,0.3211
"718","JP3116000005","JP",2014,0.3699
"719","JP3116000005","JP",2013,0.3699
"720","JP3116000005","JP",2012,0.3954
"721","JP3942400007","JP",2020,0.2974
"722","JP3942400007","JP",2019,0.2974
"723","JP3942400007","JP",2018,0.2974
"724","JP3942400007","JP",2017,0.2997
"725","JP3942400007","JP",2016,0.2997
"726","JP3942400007","JP",2015,0.3211
"727","JP3942400007","JP",2014,0.3699
"728","JP3942400007","JP",2013,0.3699
"729","JP3942400007","JP",2012,0.3954
"730","JP3778630008","JP",2020,0.2974
"731","JP3778630008","JP",2019,0.2974
"732","JP3778630008","JP",2018,0.2974
"733","JP3778630008","JP",2017,0.2997
"734","JP3778630008","JP",2016,0.2997
"735","JP3778630008","JP",2015,0.3211
"736","JP3778630008","JP",2014,0.3699
"737","JP3778630008","JP",2013,0.3699
"738","JP3778630008","JP",2012,0.3954
"739","JP3830800003","JP",2020,0.2974
"740","JP3830800003","JP",2019,0.2974
"741","JP3830800003","JP",2018,0.2974
"742","JP3830800003","JP",2017,0.2997
"743","JP3830800003","JP",2016,0.2997
"744","JP3830800003","JP",2015,0.3211
"745","JP3830800003","JP",2014,0.3699
"746","JP3830800003","JP",2013,0.3699
"747","JP3830800003","JP",2012,0.3954
"748","JP3242800005","JP",2020,0.2974
"749","JP3242800005","JP",2019,0.2974
"750","JP3242800005","JP",2018,0.2974
"751","JP3242800005","JP",2017,0.2997
"752","JP3242800005","JP",2016,0.2997
"753","JP3242800005","JP",2015,0.3211
"754","JP3242800005","JP",2014,0.3699
"755","JP3242800005","JP",2013,0.3699
"756","JP3242800005","JP",2012,0.3954
"757","JP3566800003","JP",2020,0.2974
"758","JP3566800003","JP",2019,0.2974
"759","JP3566800003","JP",2018,0.2974
"760","JP3566800003","JP",2017,0.2997
"761","JP3566800003","JP",2016,0.2997
"762","JP3566800003","JP",2015,0.3211
"763","JP3566800003","JP",2014,0.3699
"764","JP3566800003","JP",2013,0.3699
"765","JP3566800003","JP",2012,0.3954
"766","JP3519400000","JP",2020,0.2974
"767","JP3519400000","JP",2019,0.2974
"768","JP3519400000","JP",2018,0.2974
"769","JP3519400000","JP",2017,0.2997
"770","JP3519400000","JP",2016,0.2997
"771","JP3519400000","JP",2015,0.3211
"772","JP3519400000","JP",2014,0.3699
"773","JP3519400000","JP",2013,0.3699
"774","JP3519400000","JP",2012,0.3954
"775","JP3497400006","JP",2020,0.2974
"776","JP3497400006","JP",2019,0.2974
"777","JP3497400006","JP",2018,0.2974
"778","JP3497400006","JP",2017,0.2997
"779","JP3497400006","JP",2016,0.2997
"780","JP3497400006","JP",2015,0.3211
"781","JP3497400006","JP",2014,0.3699
"782","JP3497400006","JP",2013,0.3699
"783","JP3497400006","JP",2012,0.3954
"784","JP3476480003","JP",2020,0.2974
"785","JP3476480003","JP",2019,0.2974
"786","JP3476480003","JP",2018,0.2974
"787","JP3476480003","JP",2017,0.2997
"788","JP3476480003","JP",2016,0.2997
"789","JP3476480003","JP",2015,0.3211
"790","JP3476480003","JP",2014,0.3699
"791","JP3476480003","JP",2013,0.3699
"792","JP3476480003","JP",2012,0.3954
"793","JP3475350009","JP",2020,0.2974
"794","JP3475350009","JP",2019,0.2974
"795","JP3475350009","JP",2018,0.2974
"796","JP3475350009","JP",2017,0.2997
"797","JP3475350009","JP",2016,0.2997
"798","JP3475350009","JP",2015,0.3211
"799","JP3475350009","JP",2014,0.3699
"800","JP3475350009","JP",2013,0.3699
"801","JP3475350009","JP",2012,0.3954
"802","JP3505000004","JP",2020,0.2974
"803","JP3505000004","JP",2019,0.2974
"804","JP3505000004","JP",2018,0.2974
"805","JP3505000004","JP",2017,0.2997
"806","JP3505000004","JP",2016,0.2997
"807","JP3505000004","JP",2015,0.3211
"808","JP3505000004","JP",2014,0.3699
"809","JP3505000004","JP",2013,0.3699
"810","JP3505000004","JP",2012,0.3954
"811","JP3551500006","JP",2020,0.2974
"812","JP3551500006","JP",2019,0.2974
"813","JP3551500006","JP",2018,0.2974
"814","JP3551500006","JP",2017,0.2997
"815","JP3551500006","JP",2016,0.2997
"816","JP3551500006","JP",2015,0.3211
"817","JP3551500006","JP",2014,0.3699
"818","JP3551500006","JP",2013,0.3699
"819","JP3551500006","JP",2012,0.3954
"820","JP3783600004","JP",2020,0.2974
"821","JP3783600004","JP",2019,0.2974
"822","JP3783600004","JP",2018,0.2974
"823","JP3783600004","JP",2017,0.2997
"824","JP3783600004","JP",2016,0.2997
"825","JP3783600004","JP",2015,0.3211
"826","JP3783600004","JP",2014,0.3699
"827","JP3783600004","JP",2013,0.3699
"828","JP3783600004","JP",2012,0.3954
"829","JP3160400002","JP",2020,0.2974
"830","JP3160400002","JP",2019,0.2974
"831","JP3160400002","JP",2018,0.2974
"832","JP3160400002","JP",2017,0.2997
"833","JP3160400002","JP",2016,0.2997
"834","JP3160400002","JP",2015,0.3211
"835","JP3160400002","JP",2014,0.3699
"836","JP3160400002","JP",2013,0.3699
"837","JP3160400002","JP",2012,0.3954
"838","JP3386450005","JP",2020,0.2974
"839","JP3386450005","JP",2019,0.2974
"840","JP3386450005","JP",2018,0.2974
"841","JP3386450005","JP",2017,0.2997
"842","JP3386450005","JP",2016,0.2997
"843","JP3386450005","JP",2015,0.3211
"844","JP3386450005","JP",2014,0.3699
"845","JP3386450005","JP",2013,0.3699
"846","JP3386450005","JP",2012,0.3954
"847","JP3802400006","JP",2020,0.2974
"848","JP3802400006","JP",2019,0.2974
"849","JP3802400006","JP",2018,0.2974
"850","JP3802400006","JP",2017,0.2997
"851","JP3802400006","JP",2016,0.2997
"852","JP3802400006","JP",2015,0.3211
"853","JP3802400006","JP",2014,0.3699
"854","JP3802400006","JP",2013,0.3699
"855","JP3802400006","JP",2012,0.3954
"856","JP3802300008","JP",2020,0.2974
"857","JP3802300008","JP",2019,0.2974
"858","JP3802300008","JP",2018,0.2974
"859","JP3802300008","JP",2017,0.2997
"860","JP3802300008","JP",2016,0.2997
"861","JP3802300008","JP",2015,0.3211
"862","JP3802300008","JP",2014,0.3699
"863","JP3802300008","JP",2013,0.3699
"864","JP3802300008","JP",2012,0.3954
"865","JP3814000000","JP",2020,0.2974
"866","JP3814000000","JP",2019,0.2974
"867","JP3814000000","JP",2018,0.2974
"868","JP3814000000","JP",2017,0.2997
"869","JP3814000000","JP",2016,0.2997
"870","JP3814000000","JP",2015,0.3211
"871","JP3814000000","JP",2014,0.3699
"872","JP3814000000","JP",2013,0.3699
"873","JP3814000000","JP",2012,0.3954
"874","JP3788600009","JP",2020,0.2974
"875","JP3788600009","JP",2019,0.2974
"876","JP3788600009","JP",2018,0.2974
"877","JP3788600009","JP",2017,0.2997
"878","JP3788600009","JP",2016,0.2997
"879","JP3788600009","JP",2015,0.3211
"880","JP3788600009","JP",2014,0.3699
"881","JP3788600009","JP",2013,0.3699
"882","JP3788600009","JP",2012,0.3954
"883","JP3854600008","JP",2020,0.2974
"884","JP3854600008","JP",2019,0.2974
"885","JP3854600008","JP",2018,0.2974
"886","JP3854600008","JP",2017,0.2997
"887","JP3854600008","JP",2016,0.2997
"888","JP3854600008","JP",2015,0.3211
"889","JP3854600008","JP",2014,0.3699
"890","JP3854600008","JP",2013,0.3699
"891","JP3854600008","JP",2012,0.3954
"892","JP3143600009","JP",2020,0.2974
"893","JP3143600009","JP",2019,0.2974
"894","JP3143600009","JP",2018,0.2974
"895","JP3143600009","JP",2017,0.2997
"896","JP3143600009","JP",2016,0.2997
"897","JP3143600009","JP",2015,0.3211
"898","JP3143600009","JP",2014,0.3699
"899","JP3143600009","JP",2013,0.3699
"900","JP3143600009","JP",2012,0.3954
"901","JP3752900005","JP",2020,0.2974
"902","JP3752900005","JP",2019,0.2974
"903","JP3752900005","JP",2018,0.2974
"904","JP3752900005","JP",2017,0.2997
"905","JP3752900005","JP",2016,0.2997
"906","JP3752900005","JP",2015,0.3211
"907","JP3752900005","JP",2014,0.3699
"908","JP3752900005","JP",2013,0.3699
"909","JP3752900005","JP",2012,0.3954
"910","JP3726800000","JP",2020,0.2974
"911","JP3726800000","JP",2019,0.2974
"912","JP3726800000","JP",2018,0.2974
"913","JP3726800000","JP",2017,0.2997
"914","JP3726800000","JP",2016,0.2997
"915","JP3726800000","JP",2015,0.3211
"916","JP3726800000","JP",2014,0.3699
"917","JP3726800000","JP",2013,0.3699
"918","JP3726800000","JP",2012,0.3954
"919","JP3205800000","JP",2020,0.2974
"920","JP3205800000","JP",2019,0.2974
"921","JP3205800000","JP",2018,0.2974
"922","JP3205800000","JP",2017,0.2997
"923","JP3205800000","JP",2016,0.2997
"924","JP3205800000","JP",2015,0.3211
"925","JP3205800000","JP",2014,0.3699
"926","JP3205800000","JP",2013,0.3699
"927","JP3205800000","JP",2012,0.3954
"928","JP3496400007","JP",2020,0.2974
"929","JP3496400007","JP",2019,0.2974
"930","JP3496400007","JP",2018,0.2974
"931","JP3496400007","JP",2017,0.2997
"932","JP3496400007","JP",2016,0.2997
"933","JP3496400007","JP",2015,0.3211
"934","JP3496400007","JP",2014,0.3699
"935","JP3496400007","JP",2013,0.3699
"936","JP3496400007","JP",2012,0.3954
"937","JP3236200006","JP",2020,0.2974
"938","JP3236200006","JP",2019,0.2974
"939","JP3236200006","JP",2018,0.2974
"940","JP3236200006","JP",2017,0.2997
"941","JP3236200006","JP",2016,0.2997
"942","JP3236200006","JP",2015,0.3211
"943","JP3236200006","JP",2014,0.3699
"944","JP3236200006","JP",2013,0.3699
"945","JP3236200006","JP",2012,0.3954
"946","JP3240400006","JP",2020,0.2974
"947","JP3240400006","JP",2019,0.2974
"948","JP3240400006","JP",2018,0.2974
"949","JP3240400006","JP",2017,0.2997
"950","JP3240400006","JP",2016,0.2997
"951","JP3240400006","JP",2015,0.3211
"952","JP3240400006","JP",2014,0.3699
"953","JP3240400006","JP",2013,0.3699
"954","JP3240400006","JP",2012,0.3954
"955","JP3258000003","JP",2020,0.2974
"956","JP3258000003","JP",2019,0.2974
"957","JP3258000003","JP",2018,0.2974
"958","JP3258000003","JP",2017,0.2997
"959","JP3258000003","JP",2016,0.2997
"960","JP3258000003","JP",2015,0.3211
"961","JP3258000003","JP",2014,0.3699
"962","JP3258000003","JP",2013,0.3699
"963","JP3258000003","JP",2012,0.3954
"964","JP3304200003","JP",2020,0.2974
"965","JP3304200003","JP",2019,0.2974
"966","JP3304200003","JP",2018,0.2974
"967","JP3304200003","JP",2017,0.2997
"968","JP3304200003","JP",2016,0.2997
"969","JP3304200003","JP",2015,0.3211
"970","JP3304200003","JP",2014,0.3699
"971","JP3304200003","JP",2013,0.3699
"972","JP3304200003","JP",2012,0.3954
"973","JP3249600002","JP",2020,0.2974
"974","JP3249600002","JP",2019,0.2974
"975","JP3249600002","JP",2018,0.2974
"976","JP3249600002","JP",2017,0.2997
"977","JP3249600002","JP",2016,0.2997
"978","JP3249600002","JP",2015,0.3211
"979","JP3249600002","JP",2014,0.3699
"980","JP3249600002","JP",2013,0.3699
"981","JP3249600002","JP",2012,0.3954
"982","JP3898400001","JP",2020,0.2974
"983","JP3898400001","JP",2019,0.2974
"984","JP3898400001","JP",2018,0.2974
"985","JP3898400001","JP",2017,0.2997
"986","JP3898400001","JP",2016,0.2997
"987","JP3898400001","JP",2015,0.3211
"988","JP3898400001","JP",2014,0.3699
"989","JP3898400001","JP",2013,0.3699
"990","JP3898400001","JP",2012,0.3954
"991","JP3902400005","JP",2020,0.2974
"992","JP3902400005","JP",2019,0.2974
"993","JP3902400005","JP",2018,0.2974
"994","JP3902400005","JP",2017,0.2997
"995","JP3902400005","JP",2016,0.2997
"996","JP3902400005","JP",2015,0.3211
"997","JP3902400005","JP",2014,0.3699
"998","JP3902400005","JP",2013,0.3699
"999","JP3902400005","JP",2012,0.3954
"1000","JP3899600005","JP",2020,0.2974
"1001","JP3899600005","JP",2019,0.2974
"1002","JP3899600005","JP",2018,0.2974
"1003","JP3899600005","JP",2017,0.2997
"1004","JP3899600005","JP",2016,0.2997
"1005","JP3899600005","JP",2015,0.3211
"1006","JP3899600005","JP",2014,0.3699
"1007","JP3899600005","JP",2013,0.3699
"1008","JP3899600005","JP",2012,0.3954
"1009","JP3893600001","JP",2020,0.2974
"1010","JP3893600001","JP",2019,0.2974
"1011","JP3893600001","JP",2018,0.2974
"1012","JP3893600001","JP",2017,0.2997
"1013","JP3893600001","JP",2016,0.2997
"1014","JP3893600001","JP",2015,0.3211
"1015","JP3893600001","JP",2014,0.3699
"1016","JP3893600001","JP",2013,0.3699
"1017","JP3893600001","JP",2012,0.3954
"1018","JP3893200000","JP",2020,0.2974
"1019","JP3893200000","JP",2019,0.2974
"1020","JP3893200000","JP",2018,0.2974
"1021","JP3893200000","JP",2017,0.2997
"1022","JP3893200000","JP",2016,0.2997
"1023","JP3893200000","JP",2015,0.3211
"1024","JP3893200000","JP",2014,0.3699
"1025","JP3893200000","JP",2013,0.3699
"1026","JP3893200000","JP",2012,0.3954
"1027","JP3890310000","JP",2020,0.2974
"1028","JP3890310000","JP",2019,0.2974
"1029","JP3890310000","JP",2018,0.2974
"1030","JP3890310000","JP",2017,0.2997
"1031","JP3890310000","JP",2016,0.2997
"1032","JP3890310000","JP",2015,0.3211
"1033","JP3890310000","JP",2014,0.3699
"1034","JP3890310000","JP",2013,0.3699
"1035","JP3890310000","JP",2012,0.3954
"1036","JP3758190007","JP",2020,0.2974
"1037","JP3758190007","JP",2019,0.2974
"1038","JP3758190007","JP",2018,0.2974
"1039","JP3758190007","JP",2017,0.2997
"1040","JP3758190007","JP",2016,0.2997
"1041","JP3758190007","JP",2015,0.3211
"1042","JP3758190007","JP",2014,0.3699
"1043","JP3758190007","JP",2013,0.3699
"1044","JP3758190007","JP",2012,0.3954
"1045","JP3734800000","JP",2020,0.2974
"1046","JP3734800000","JP",2019,0.2974
"1047","JP3734800000","JP",2018,0.2974
"1048","JP3734800000","JP",2017,0.2997
"1049","JP3734800000","JP",2016,0.2997
"1050","JP3734800000","JP",2015,0.3211
"1051","JP3734800000","JP",2014,0.3699
"1052","JP3734800000","JP",2013,0.3699
"1053","JP3734800000","JP",2012,0.3954
"1054","JP3756600007","JP",2020,0.2974
"1055","JP3756600007","JP",2019,0.2974
"1056","JP3756600007","JP",2018,0.2974
"1057","JP3756600007","JP",2017,0.2997
"1058","JP3756600007","JP",2016,0.2997
"1059","JP3756600007","JP",2015,0.3211
"1060","JP3756600007","JP",2014,0.3699
"1061","JP3756600007","JP",2013,0.3699
"1062","JP3756600007","JP",2012,0.3954
"1063","JP3381000003","JP",2020,0.2974
"1064","JP3381000003","JP",2019,0.2974
"1065","JP3381000003","JP",2018,0.2974
"1066","JP3381000003","JP",2017,0.2997
"1067","JP3381000003","JP",2016,0.2997
"1068","JP3381000003","JP",2015,0.3211
"1069","JP3381000003","JP",2014,0.3699
"1070","JP3381000003","JP",2013,0.3699
"1071","JP3381000003","JP",2012,0.3954
"1072","JP3735400008","JP",2020,0.2974
"1073","JP3735400008","JP",2019,0.2974
"1074","JP3735400008","JP",2018,0.2974
"1075","JP3735400008","JP",2017,0.2997
"1076","JP3735400008","JP",2016,0.2997
"1077","JP3735400008","JP",2015,0.3211
"1078","JP3735400008","JP",2014,0.3699
"1079","JP3735400008","JP",2013,0.3699
"1080","JP3735400008","JP",2012,0.3954
"1081","JP3756100008","JP",2020,0.2974
"1082","JP3756100008","JP",2019,0.2974
"1083","JP3756100008","JP",2018,0.2974
"1084","JP3756100008","JP",2017,0.2997
"1085","JP3756100008","JP",2016,0.2997
"1086","JP3756100008","JP",2015,0.3211
"1087","JP3756100008","JP",2014,0.3699
"1088","JP3756100008","JP",2013,0.3699
"1089","JP3756100008","JP",2012,0.3954
"1090","JP3762600009","JP",2020,0.2974
"1091","JP3762600009","JP",2019,0.2974
"1092","JP3762600009","JP",2018,0.2974
"1093","JP3762600009","JP",2017,0.2997
"1094","JP3762600009","JP",2016,0.2997
"1095","JP3762600009","JP",2015,0.3211
"1096","JP3762600009","JP",2014,0.3699
"1097","JP3762600009","JP",2013,0.3699
"1098","JP3762600009","JP",2012,0.3954
"1099","JP3762800005","JP",2020,0.2974
"1100","JP3762800005","JP",2019,0.2974
"1101","JP3762800005","JP",2018,0.2974
"1102","JP3762800005","JP",2017,0.2997
"1103","JP3762800005","JP",2016,0.2997
"1104","JP3762800005","JP",2015,0.3211
"1105","JP3762800005","JP",2014,0.3699
"1106","JP3762800005","JP",2013,0.3699
"1107","JP3762800005","JP",2012,0.3954
"1108","JP3173400007","JP",2020,0.2974
"1109","JP3173400007","JP",2019,0.2974
"1110","JP3173400007","JP",2018,0.2974
"1111","JP3173400007","JP",2017,0.2997
"1112","JP3173400007","JP",2016,0.2997
"1113","JP3173400007","JP",2015,0.3211
"1114","JP3173400007","JP",2014,0.3699
"1115","JP3173400007","JP",2013,0.3699
"1116","JP3173400007","JP",2012,0.3954
"1117","JP3201200007","JP",2020,0.2974
"1118","JP3201200007","JP",2019,0.2974
"1119","JP3201200007","JP",2018,0.2974
"1120","JP3201200007","JP",2017,0.2997
"1121","JP3201200007","JP",2016,0.2997
"1122","JP3201200007","JP",2015,0.3211
"1123","JP3201200007","JP",2014,0.3699
"1124","JP3201200007","JP",2013,0.3699
"1125","JP3201200007","JP",2012,0.3954
"1126","JP3197800000","JP",2020,0.2974
"1127","JP3197800000","JP",2019,0.2974
"1128","JP3197800000","JP",2018,0.2974
"1129","JP3197800000","JP",2017,0.2997
"1130","JP3197800000","JP",2016,0.2997
"1131","JP3197800000","JP",2015,0.3211
"1132","JP3197800000","JP",2014,0.3699
"1133","JP3197800000","JP",2013,0.3699
"1134","JP3197800000","JP",2012,0.3954
"1135","JP3197600004","JP",2020,0.2974
"1136","JP3197600004","JP",2019,0.2974
"1137","JP3197600004","JP",2018,0.2974
"1138","JP3197600004","JP",2017,0.2997
"1139","JP3197600004","JP",2016,0.2997
"1140","JP3197600004","JP",2015,0.3211
"1141","JP3197600004","JP",2014,0.3699
"1142","JP3197600004","JP",2013,0.3699
"1143","JP3197600004","JP",2012,0.3954
"1144","JP3198900007","JP",2020,0.2974
"1145","JP3198900007","JP",2019,0.2974
"1146","JP3198900007","JP",2018,0.2974
"1147","JP3198900007","JP",2017,0.2997
"1148","JP3198900007","JP",2016,0.2997
"1149","JP3198900007","JP",2015,0.3211
"1150","JP3198900007","JP",2014,0.3699
"1151","JP3198900007","JP",2013,0.3699
"1152","JP3198900007","JP",2012,0.3954
"1153","JP3200450009","JP",2020,0.2974
"1154","JP3200450009","JP",2019,0.2974
"1155","JP3200450009","JP",2018,0.2974
"1156","JP3200450009","JP",2017,0.2997
"1157","JP3200450009","JP",2016,0.2997
"1158","JP3200450009","JP",2015,0.3211
"1159","JP3200450009","JP",2014,0.3699
"1160","JP3200450009","JP",2013,0.3699
"1161","JP3200450009","JP",2012,0.3954
"1162","JP3188220002","JP",2020,0.2974
"1163","JP3188220002","JP",2019,0.2974
"1164","JP3188220002","JP",2018,0.2974
"1165","JP3188220002","JP",2017,0.2997
"1166","JP3188220002","JP",2016,0.2997
"1167","JP3188220002","JP",2015,0.3211
"1168","JP3188220002","JP",2014,0.3699
"1169","JP3188220002","JP",2013,0.3699
"1170","JP3188220002","JP",2012,0.3954
"1171","JP3866800000","JP",2020,0.2974
"1172","JP3866800000","JP",2019,0.2974
"1173","JP3866800000","JP",2018,0.2974
"1174","JP3866800000","JP",2017,0.2997
"1175","JP3866800000","JP",2016,0.2997
"1176","JP3866800000","JP",2015,0.3211
"1177","JP3866800000","JP",2014,0.3699
"1178","JP3866800000","JP",2013,0.3699
"1179","JP3866800000","JP",2012,0.3954
"1180","JP3970300004","JP",2020,0.2974
"1181","JP3970300004","JP",2019,0.2974
"1182","JP3970300004","JP",2018,0.2974
"1183","JP3970300004","JP",2017,0.2997
"1184","JP3970300004","JP",2016,0.2997
"1185","JP3970300004","JP",2015,0.3211
"1186","JP3970300004","JP",2014,0.3699
"1187","JP3970300004","JP",2013,0.3699
"1188","JP3970300004","JP",2012,0.3954
"1189","JP3421800008","JP",2020,0.2974
"1190","JP3421800008","JP",2019,0.2974
"1191","JP3421800008","JP",2018,0.2974
"1192","JP3421800008","JP",2017,0.2997
"1193","JP3421800008","JP",2016,0.2997
"1194","JP3421800008","JP",2015,0.3211
"1195","JP3421800008","JP",2014,0.3699
"1196","JP3421800008","JP",2013,0.3699
"1197","JP3421800008","JP",2012,0.3954
"1198","JP3422950000","JP",2020,0.2974
"1199","JP3422950000","JP",2019,0.2974
"1200","JP3422950000","JP",2018,0.2974
"1201","JP3422950000","JP",2017,0.2997
"1202","JP3422950000","JP",2016,0.2997
"1203","JP3422950000","JP",2015,0.3211
"1204","JP3422950000","JP",2014,0.3699
"1205","JP3422950000","JP",2013,0.3699
"1206","JP3422950000","JP",2012,0.3954
"1207","JP3358000002","JP",2020,0.2974
"1208","JP3358000002","JP",2019,0.2974
"1209","JP3358000002","JP",2018,0.2974
"1210","JP3358000002","JP",2017,0.2997
"1211","JP3358000002","JP",2016,0.2997
"1212","JP3358000002","JP",2015,0.3211
"1213","JP3358000002","JP",2014,0.3699
"1214","JP3358000002","JP",2013,0.3699
"1215","JP3358000002","JP",2012,0.3954
"1216","JP3371200001","JP",2020,0.2974
"1217","JP3371200001","JP",2019,0.2974
"1218","JP3371200001","JP",2018,0.2974
"1219","JP3371200001","JP",2017,0.2997
"1220","JP3371200001","JP",2016,0.2997
"1221","JP3371200001","JP",2015,0.3211
"1222","JP3371200001","JP",2014,0.3699
"1223","JP3371200001","JP",2013,0.3699
"1224","JP3371200001","JP",2012,0.3954
"1225","JP3351600006","JP",2020,0.2974
"1226","JP3351600006","JP",2019,0.2974
"1227","JP3351600006","JP",2018,0.2974
"1228","JP3351600006","JP",2017,0.2997
"1229","JP3351600006","JP",2016,0.2997
"1230","JP3351600006","JP",2015,0.3211
"1231","JP3351600006","JP",2014,0.3699
"1232","JP3351600006","JP",2013,0.3699
"1233","JP3351600006","JP",2012,0.3954
"1234","JP3732000009","JP",2020,0.2974
"1235","JP3732000009","JP",2019,0.2974
"1236","JP3732000009","JP",2018,0.2974
"1237","JP3732000009","JP",2017,0.2997
"1238","JP3732000009","JP",2016,0.2997
"1239","JP3732000009","JP",2015,0.3211
"1240","JP3732000009","JP",2014,0.3699
"1241","JP3732000009","JP",2013,0.3699
"1242","JP3732000009","JP",2012,0.3954
"1243","JP3814800003","JP",2020,0.2974
"1244","JP3814800003","JP",2019,0.2974
"1245","JP3814800003","JP",2018,0.2974
"1246","JP3814800003","JP",2017,0.2997
"1247","JP3814800003","JP",2016,0.2997
"1248","JP3814800003","JP",2015,0.3211
"1249","JP3814800003","JP",2014,0.3699
"1250","JP3814800003","JP",2013,0.3699
"1251","JP3814800003","JP",2012,0.3954
"1252","JP3890350006","JP",2020,0.2974
"1253","JP3890350006","JP",2019,0.2974
"1254","JP3890350006","JP",2018,0.2974
"1255","JP3890350006","JP",2017,0.2997
"1256","JP3890350006","JP",2016,0.2997
"1257","JP3890350006","JP",2015,0.3211
"1258","JP3890350006","JP",2014,0.3699
"1259","JP3890350006","JP",2013,0.3699
"1260","JP3890350006","JP",2012,0.3954
"1261","JP3409000001","JP",2020,0.2974
"1262","JP3409000001","JP",2019,0.2974
"1263","JP3409000001","JP",2018,0.2974
"1264","JP3409000001","JP",2017,0.2997
"1265","JP3409000001","JP",2016,0.2997
"1266","JP3409000001","JP",2015,0.3211
"1267","JP3409000001","JP",2014,0.3699
"1268","JP3409000001","JP",2013,0.3699
"1269","JP3409000001","JP",2012,0.3954
"1270","JP3397200001","JP",2020,0.2974
"1271","JP3397200001","JP",2019,0.2974
"1272","JP3397200001","JP",2018,0.2974
"1273","JP3397200001","JP",2017,0.2997
"1274","JP3397200001","JP",2016,0.2997
"1275","JP3397200001","JP",2015,0.3211
"1276","JP3397200001","JP",2014,0.3699
"1277","JP3397200001","JP",2013,0.3699
"1278","JP3397200001","JP",2012,0.3954
"1279","JP3463000004","JP",2020,0.2974
"1280","JP3463000004","JP",2019,0.2974
"1281","JP3463000004","JP",2018,0.2974
"1282","JP3463000004","JP",2017,0.2997
"1283","JP3463000004","JP",2016,0.2997
"1284","JP3463000004","JP",2015,0.3211
"1285","JP3463000004","JP",2014,0.3699
"1286","JP3463000004","JP",2013,0.3699
"1287","JP3463000004","JP",2012,0.3954
"1288","JP3538800008","JP",2020,0.2974
"1289","JP3538800008","JP",2019,0.2974
"1290","JP3538800008","JP",2018,0.2974
"1291","JP3538800008","JP",2017,0.2997
"1292","JP3538800008","JP",2016,0.2997
"1293","JP3538800008","JP",2015,0.3211
"1294","JP3538800008","JP",2014,0.3699
"1295","JP3538800008","JP",2013,0.3699
"1296","JP3538800008","JP",2012,0.3954
"1297","JP3546800008","JP",2020,0.2974
"1298","JP3546800008","JP",2019,0.2974
"1299","JP3546800008","JP",2018,0.2974
