Column1;ISIN;Company_Name;Country;Component;FF Mcap (BEUR);Factset_sector;Sector;TR_16;TR_17;TR_18;TR_19;TR_20;ctp_16;ctp_17;ctp_18;ctp_19;ctp_20;ptx_inc_16;ptx_inc_17;ptx_inc_18;ptx_inc_19;ptx_inc_20;SUS_ENV;SUS_SOC;SUS_GOV;SUS_CARBON;FTSE_ESG;FTSE_ESG_DATE
104;US81762P1021;SERVICENOW;US;Large;83;Technology Services;Information Technology;#N/B;#N/B;#N/B;-832.7945226;20.56641083;#N/B;7.899;17.507;20.471;39.212;-450.051;-113.406;-39.024;67.185;149.185;#N/B;#N/B;#N/B;#N/B;2.3;06/21/2021
105;GB0002374006;DIAGEO;GB;Large;821;Consumer Non-Durables;#N/B;18.80925294;22.52307692;17.37102885;22.89064491;33.44690517;507;732;751;805;901;2637;3250;3431;3923;1761;#N/B;#N/B;#N/B;#N/B;4.5;06/21/2021
106;US09857L1089;BOOKING HOLDINGS;US;Large;812;Consumer Services;Consumer Discretionary;21.31221072;46.78335985;17.31127198;18.34508224;89.59435626;636.55;702;1169;1074;319;2713.238;4399;4835;5958;567;21.65272625;12.445101;7.184250;66219;2;06/21/2021
107;US02209S1033;Altria Group Inc.;US;Large;809;Consumer Non-Durables;Consumer Staples;34.81603515;-4.05982906;25.41483781;269.4516971;35.35558781;4664;3036;2307;1977;2616;21852;9828;9341;766;6890;#N/B;#N/B;#N/B;#N/B;3.1;06/21/2021
108;US0079031078;ADVANCED MICRO DEVICES;US;Large;803;Electronic Technology;Information Technology;#N/B;#N/B;-2.727272727;8.333333333;-94.90196078;20;20;-8;-4;8;-448;-8;330;372;1275;#N/B;#N/B;#N/B;#N/B;3.9;06/21/2021
109;FR0000120321;L'OREAL;FR;Large;798;Consumer Non-Durables;#N/B;28.24397282;19.06706156;24.77573934;30.62423772;25.32816916;1041;989.2;1098.4;1534.3;1316.3;4297.2;4727;5183.7;5411.4;4776.5;19.5891;7.025300;6.783600;80300;4.2;06/21/2021
110;US0258161092;American Express Co.;US;Large;796;Finance;Financials;33.20158103;62.98989899;14.78699828;19.8125519;27.02513966;3000;1400;2000;1700;2200;8096;7425;8122;8429;4296;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
111;AU000000CSL8;CSL Ltd.;AU;Large;78;Health Technology;#N/B;20.14910984;20.854539;24.21094161;18.04280039;18.27651883;448.2652364;620.9622179;547.9842118;737.8839834;529.5559257;2138.123486;2240.661875;2944.092284;3273.564892;3837.714169;25.15227781;17.499878;7.575900;319000;3.4;06/21/2021
112;INE002A01018;Reliance Industries Ltd;IN;Large;774;Energy Minerals;#N/B;23.05394665;25.48084128;27.00198276;27.91887381;25.65655433;85820;100830;98440;121910;83860;385010;400340;494260;551240;534990;36.92042125;10.100359;6.267338;27230648.91;2.9;06/21/2021
113;ZAE000015889;Naspers Ltd;ZA;Large;764;Technology Services;#N/B;#N/B;41.85248714;0.88674943;23.34352701;#N/B;4436.570126;4679.50725;5083.065294;3410.650279;3179.399994;-385.7887066;8192.650831;102623.3182;13491.32227;-5175.767432;17.830025;9.622050;5.712675;94342;2.6;06/21/2021
114;GB0009252882;GLAXOSMITHKLINE;GB;Large;761;Health Technology;#N/B;45.34643226;38.61047836;15.81044244;15.50349764;8.363374189;1609;1340;1326;1512;1655;1934;3512;4769;6147;6935;20.96347813;11.886162;7.147191;1385000;4.2;06/21/2021
115;US0367521038;ANTHEM INC;US;Large;76;Health Services;Health Care;45.78302674;3.052626268;26.00631413;19.68253968;26.70727797;1665.2;1502.7;738;1403;1790;4555.4;3963.8;5068;5985;6238;#N/B;#N/B;#N/B;#N/B;2.8;06/21/2021
116;INE040A01034;HDFC Bank Ltd;IN;Large;755;Finance;#N/B;34.30713519;34.57282029;34.79169296;34.595529;28.53418324;70730.944;76847.189;100098.994;124983.1;108773.749;195109.85;233655.222;284639.21;343181.629;381948.553;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
117;US1255231003;CIGNA Corp.;US;Large;743;Health Services;Health Care;38.13360188;38.1031614;26.11002513;22.07001522;21.88995215;1064;1036;1019;1776;1837;2979;3606;3581;6570;10868;#N/B;#N/B;#N/B;#N/B;3.2;06/21/2021
118;US31620M1062;Fidelity National Information;US;Large;742;Technology Services;Information Technology;34.98896247;-32.88934426;18.84057971;24.21307506;36.09022556;341;545;503;321;282;906;976;1104;413;266;#N/B;#N/B;#N/B;#N/B;2.9;06/21/2021
119;US8522341036;SQUARE CL.A;US;Large;741;Technology Services;#N/B;#N/B;#N/B;#N/B;0.731598332;1.325202461;0.395;1.254;1.622;2.744;6.001;-169.673;-62.664;-36.127;378.213;215.967;#N/B;#N/B;#N/B;#N/B;2.1;06/21/2021
120;JP3236200006;Keyence Corp.;JP;Large;741;Electronic Technology;#N/B;33.25905021;30.81728619;29.53356086;29.29813043;29.30530628;81210;#N/B;62071;103024;91481;205520;221379;298860;319860;280253;13.6367;4.510625;8.117325;2821;1.4;06/21/2021
121;US46120E6023;Intuitive Surgical Inc.;US;Large;739;Health Technology;Health Care;24.96941272;39.27407676;12.07502931;8.014911463;11.61557581;138.4;147.5;179.2;158.6;34.4;980.8;1104.8;1279.5;1502.2;1207;29.7970795;13.937204;10.884900;70851.21;2;06/21/2021
122;FR0000121972;SCHNEIDER ELECTRIC;FR;Large;739;Producer Manufacturing;#N/B;27.60290557;19.95003569;21.41215107;20.62256809;21.30434783;#N/B;#N/B;#N/B;#N/B;#N/B;2478;2802;3045;3084;2760;17.05775353;8.327129;5.978456;641253;4.5;06/21/2021
123;US5128071082;Lam Research Corp.;US;Large;729;Electronic Technology;Information Technology;4.798165224;6.287558516;24.46572407;10.42851403;12.55253443;39.745;28.104;142.8;300.268;222.909;960.117;1811.673;3151.789;2446.571;2574.978;14.737575;4.523944;5.104556;111478;2.9;06/21/2021
124;US16119P1084;CHARTER COMMUNICATIONS CL.A;US;Large;723;Consumer Services;Communication Services;-356.7073171;-883.9494163;10.67615658;18.05841218;14.55137146;63;41;45;71;123;820;1028;1686;2431;4302;26.24791125;13.104948;7.577003;797812.75;1.4;06/21/2021
125;US78409V1044;S&P GLOBAL;US;Large;722;Commercial Services;Financials;30.11292346;33.44169037;20.88772846;21.39931741;21.49938042;683;709;558;659;683;3188;2461;2681;2930;3228;12.88655556;5.772506;5.544994;33110.58;3.5;06/21/2021
126;US6092071058;MONDELEZ;US;Large;712;Consumer Non-Durables;Consumer Staples;8.617234469;21.04930468;21.35359116;0.058055152;27.99634035;527;848;864;981;1264;1497;3164;3620;3445;4372;23.2041975;10.777416;4.974469;1795191;3;06/21/2021
127;GB0002875804;BRITISH AMERICAN TOBACCO;GB;Large;706;Consumer Non-Durables;#N/B;34.9925336;-28.41711529;26.99193142;27.8257351;25.65413168;1245;1675;1891;2204;2132;4018;28606;7932;7414;8217;#N/B;#N/B;#N/B;#N/B;3.9;06/21/2021
128;JP3970300004;RECRUIT HOLDINGS;JP;Large;705;Technology Services;#N/B;47.21879665;31.00050772;23.53986387;26.86790596;19.85372476;32595;79184;74754;32375;67440;123256;198929;199228;239814;226149;13.48500938;8.163309;5.265450;6914;4.1;06/21/2021
129;GB0007980591;BP;GB;Large;704;Energy Minerals;#N/B;#N/B;79.43505243;55.08866615;80.94751889;#N/B;1139.850302;3107.572051;4283.771581;4261.843591;1901.190172;-3153.487018;3628.606745;9726.981339;3838.559512;-19093.78234;35.34606844;9.322631;9.452548;54400000;4.2;06/21/2021
130;CA1363751027;Canadian National Railway Co.;CA;Large;702;Transportation;#N/B;26.12137203;-7.761839261;23.82963745;22.34297292;21.61091549;653;712;776;822;353;4927;5089;5682;5429;4544;16.54147376;6.972414;3.406950;5934096;#N/B;#N/B
131;CNE1000002H1;CHINA CONSTRUCTION BANK COR;C HN;Large;70;Finance;#N/B;21.28508069;18.74737172;17.05538601;17.58092588;18.77660319;76255.66591;62902.04326;58244.33553;74603.76696;92656.38408;344848.2087;345494.8143;364835.4868;370051.3754;377247.4613;31.046725;16.333269;12.414519;272029.03;1.8;06/21/2021
132;GB0007188757;RIO TINTO;GB;Large;699;Non-Energy Minerals;#N/B;26.0212554;31.77847239;24.02854877;38.33425772;33.86254156;1127.251176;1791.396482;2701.355959;3565.776438;4124.444142;4463.054952;9688.449896;13239.79403;8479.791055;11493.70055;#N/B;#N/B;#N/B;#N/B;4;06/21/2021
133;US8636671013;Stryker Corp.;US;Large;694;Health Technology;Health Care;14.26340448;50.55744062;-50.80645161;18.69633099;18.1678608;510;312;539;457;323;1921;2063;2356;2562;1954;30.8980625;14.830362;11.856450;246565.03;2.1;06/21/2021
134;US3755581036;Gilead Sciences Inc.;US;Large;689;Health Technology;Health Care;21.10896649;65.6737379;29.99102449;-3.953488372;94.66746555;2436;3342;3198;1793;2639;17097;13529;7799;5160;1669;22.08189125;14.039491;8.010900;73735;3;06/21/2021
135;GB00B03MLX29;ROYAL DUTCH SHELL A;GB;Large;689;Energy Minerals;#N/B;40.22319262;33.76483279;37.17277487;41.37379462;#N/B;3286.148399;4897.415524;7252.863264;5961.250784;2565.592972;1527.458694;10797.29869;23634.98974;17151.62767;-22419.69542;35.13638125;8.408075;8.366269;79500000;3.7;06/21/2021
136;US0530151036;Automatic Data Processing Inc.;US;Large;688;Technology Services;Information Technology;33.17223788;31.51594169;17.42311399;23.71573064;22.50047131;651.6;817.1;529.7;633.8;677.1;2234.7;2531.1;2282.6;3005.6;3182.6;#N/B;#N/B;#N/B;#N/B;2.6;06/21/2021
137;US8725401090;TJX Cos.;US;Large;676;Retail Trade;Consumer Discretionary;37.73998852;38.27001192;32.37680561;26.68000731;25.7363346;1301.122;1282.172;1289.964;1147.511;1280.68;3658.3;3723.043;3856.588;4173.211;4406.183;14.84245625;7.207344;5.605613;782883;4.1;06/21/2021
138;US89832Q1094;Truist Financial Corp;US;Large;669;Finance;Financials;30.22857143;27.39025857;19.77832512;19.45757651;17.92435593;844;429;99;443;-481;3500;3326;4060;4019;5473;#N/B;#N/B;#N/B;#N/B;2.4;06/21/2021
139;US74340W1036;PROLOGIS INC.;US;Large;667;Finance;Real Estate;4.050466779;3.007819041;3.357384071;4.194919619;7.467168225;29.3;46.7;60.3;62.1;100.7;1347.104;1815.568;1886.29;1776.363;1747.088;#N/B;#N/B;#N/B;#N/B;2.7;06/21/2021
140;FR0000120073;AIR LIQUIDE;FR;Large;66;Process Industries;#N/B;28.13582292;8.190762179;24.90456714;25.54323584;21.12640957;#N/B;#N/B;#N/B;#N/B;#N/B;2656.4;2530.9;2934;3138.6;3210.2;13.95673125;3.448831;3.816900;27848000;3.6;06/21/2021
141;IT0003128367;ENEL;IT;Large;66;Utilities;#N/B;33.58611392;26.50704225;23.57361182;18.85430762;31.95071156;1959;1579;1721;1850;1575;5934;7100;7852;4434;5762;23.53608338;9.332587;4.799622;75350000;4.9;06/21/2021
142;DE000BASF111;BASF;DE;Large;651;Process Industries;#N/B;22.40566038;19.66763226;22.5020145;23.72881356;#N/B;1495;2147;1981;1280;595;5088;6559;4964;3186;-857;25.75636213;5.609950;8.896303;20112000;4.5;06/21/2021
143;CA0641491075;Bank of Nova Scotia;CA;Large;645;Finance;#N/B;22.59572573;20.59985814;22.58462122;23.27683616;18.92322786;1471;2012;1938;2958;1962;8984;9869;10547;10620;8154;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B
144;ES0144580Y14;IBERDROLA;ES;Large;644;Utilities;#N/B;24.40769086;-68.00051397;22.3548448;19.12133891;21.41162515;743.362;542.169;332.891;796;843;3831.403;2054.583;4292.13;4780;5058;20.44577631;6.799099;6.580594;15737620;4.8;06/21/2021
145;US9029733048;U.S. Bancorp;US;Large;638;Finance;Financials;26.66255398;16.81521884;17.90735192;19.17616942;17.61692282;595;555;365;941;1025;8105;7517;8678;8594;6051;30.00095;15.848650;12.438250;162275.81;3.4;06/21/2021
146;DE0007100000;DAIMLER;DE;Large;638;Consumer Durables;#N/B;31.39496355;26.86662924;30.31492102;33.45270069;42.0425839;2950;3879;2858;2107;1993;12072;12469;9939;3351;5542;#N/B;#N/B;#N/B;#N/B;3.9;06/21/2021
147;INE009A01021;Infosys Ltd;IN;Large;638;Technology Services;#N/B;28.01579256;28.01661578;20.84951576;26.76203602;24.39223883;58650;56530;68290;68320;45500;187430;199810;203410;210410;220070;15.76940313;7.690487;7.009116;131775;3.9;06/21/2021
148;US98978V1035;ZOETIS 'A';US;Large;637;Health Technology;Health Care;33.30618893;43.47540984;15.73964497;16.71293726;18.03607214;408;455;336;418;418;1228;1525;1690;1801;1996;18.2705975;7.699516;9.194550;170376.09;2.7;06/21/2021
149;US6934751057;PNC Financial Services Group I;US;Large;632;Finance;Financials;24.13858747;1.857923497;16.83260734;16.38888889;12.42344707;547;48;-96;413;3400;5253;5490;6428;6480;3429;22.45867813;12.391031;8.297178;161559.53;3;06/21/2021
150;US22822V1017;Crown Castle International Cor;US;Large;632;Finance;Real Estate;4.51539906;5.534081467;2.964118565;2.383654938;1.858736059;13.821;16.427;17;16;19;373.854;470.593;641;881;1076;#N/B;#N/B;#N/B;#N/B;2.6;06/21/2021
151;CA29250N1050;Enbridge Inc.;CA;Large;628;Industrial Services;#N/B;7.0192783;#N/B;11.4992722;28.31564987;25.34381139;194;172;277;571;524;2023;-533;2061;6032;3054;20.11816825;7.937669;3.656700;13470000;#N/B;#N/B
152;US1264081035;CSX Corp.;US;Large;627;Transportation;Industrials;37.46807734;-74.1247613;23.11802974;22.82205746;23.76619796;580;911;814;691;664;2741;3142;4304;4316;3627;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
153;US12572Q1058;CME Group Inc. Cl A;US;Large;624;Finance;Financials;32.93845078;-60.84392194;29.30736554;21.33402736;22.61856655;706.7;762.8;577.4;591.2;652.7;2287.6;2526.3;2777.8;2689.6;2722.1;#N/B;#N/B;#N/B;#N/B;2.7;06/21/2021
154;BRVALEACNOR0;Vale SA;BR;Large;618;Non-Energy Minerals;#N/B;36.92254255;18.74059309;-3.742590368;#N/B;9.065894656;2827;3322;4089;7122.151;9137.543;25911;24583;25811;-8521.108;33362.918;37.62429094;15.057278;8.649600;12600000;2.8;06/21/2021
155;US37045V1008;GENERAL MOTORS;US;Large;614;Consumer Durables;Consumer Discretionary;22.80979347;97.21824159;5.54450813;10.3415815;21.9147622;676;656;660;689;719;12008;11863;8549;7436;8095;#N/B;#N/B;#N/B;#N/B;4.4;06/21/2021
156;US00507V1098;Activision Blizzard Inc.;US;Large;612;Consumer Durables;Communication Services;12.65822785;76.28149435;1.545018647;7.960808328;16.01681957;121;176;560;319;806;1106;1151;1877;1633;2616;#N/B;#N/B;#N/B;#N/B;2.4;06/21/2021
157;CNE1000003X6;PING AN INSUR GP CO. OF CN 'H';CN;Large;611;Finance;#N/B;23.01395893;27.24401426;29.43195682;12.61430827;16.61898326;30272.55528;42532.76324;57040.93038;45367.99836;37466.18429;111912.2937;147128.1225;171837.0168;183144.5202;192060.5468;19.4101375;7.244644;10.043200;727761;3.1;06/21/2021
158;US20825C1045;ConocoPhillips;US;Large;611;Energy Minerals;Energy;#N/B;#N/B;36.77930412;23.80302394;#N/B;-318;1168;2976;2905;905;-5530;-2615;9973;9524;-3140;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
159;CH0044328745;CHUBB;US;Large;607;Finance;Financials;16.46464646;-3.734551316;14.92377067;15.14574205;15.11292648;662;736;503;912;902;4950;3722;4657;5249;4162;#N/B;#N/B;#N/B;#N/B;3.3;06/21/2021
160;US26441C2044;Duke Energy Corp.;US;Large;604;Utilities;Utilities;30.95875736;28.03563057;14.5785877;12.66780571;-28.12872467;229;4;-266;-651;-585;3734;4266;3073;4097;839;28.21022969;8.492653;4.652653;88950758.96;3.2;06/21/2021
161;US0758871091;Becton Dickinson & Co.;US;Large;602;Health Technology;Health Care;9.124767225;-12.70491803;73.48678602;-4.846938776;11.26903553;218;265;235;536;518;1074;976;1173;1176;985;29.01203875;15.708407;9.471806;359570;3.4;06/21/2021
162;FR0000131104;BNP PARIBAS;FR;Large;598;Finance;#N/B;29.26160537;29.28187223;22.99582463;26.00851221;25.60910735;2139;1873;1236;1934;2589;10577;10597;9580;10808;9399;25.582565;12.015246;12.352919;341976;4.5;06/21/2021
163;HK0388045442;Hong Kong Exchanges & Clearing;HK;Large;597;Finance;#N/B;15.56111193;14.57607433;14.6283194;14.29618097;13.91087989;1402;1116;1323;431;2320;6799;8610;10883;10919;13263;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
164;JP3371200001;Shin-Etsu Chemical Co. Ltd.;JP;Large;597;Process Industries;#N/B;31.64837163;26.35865413;20.64277067;24.39737931;25.28678433;73635;62895;74791;121589;107824;220005;242133;340308;415311;426017;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
165;US4523081093;Illinois Tool Works Inc.;US;Large;597;Producer Manufacturing;Industrials;30.02063274;48.40978593;24.48438421;23.32725061;22.00443787;920;1018;838;742;591;2908;3270;3394;3288;2704;20.10125953;9.172930;6.544617;603937;2.9;06/21/2021
166;US31428X1063;FedEx Corp.;US;Large;593;Transportation;Industrials;33.57664234;34.54902817;-5.031013094;17.55725191;22.94787298;991;377;189;371;36;2740;4579;4353;655;1669;20.82411484;9.965873;5.785066;16402161;3.3;06/21/2021
167;JP3902900004;Mitsubishi UFJ Financial Group;JP;Large;585;Finance;#N/B;30.70553234;26.25611175;22.23932986;17.07529815;26.63220981;490728;403477;218291;313612;142419;1498769;1303228;1409377;1145327;829443;19.20341531;10.478440;7.642725;197665;3.3;06/21/2021
168;AU000000WBC1;Westpac Banking Corp.;AU;Large;58;Finance;#N/B;29.9981157;30.5966255;30.93433268;30.28039296;46.02471439;3469;3552;3728;3500;3086;10614;11498;11741;9772;4289;27.30058125;13.406831;12.908250;121168;4.1;06/21/2021
169;US6558441084;Norfolk Southern Corp.;US;Large;58;Transportation;Industrials;35.39891557;-72.76214834;23.14788123;22.02807219;20.43478261;593;705;519;543;311;2582;3128;3469;3491;2530;24.41526748;12.370384;3.440700;4985521;2.6;06/21/2021
170;US1941621039;Colgate-Palmolive Co.;US;Large;575;Consumer Non-Durables;Consumer Staples;30.81861958;37.65414396;26.15473441;23.44744017;21.57938031;932;1037;847;803;845;3738;3487;3464;3301;3647;20.74994375;8.808086;5.304362;474000;3.4;06/21/2021
171;US58733R1023;MERCADOLIBRE;US;Large;574;Retail Trade;#N/B;26.41910559;74.51451822;#N/B;#N/B;100.8694583;74.008;#N/B;99.488;94.954;139.855;185.328;54.07;-65.452;-107.246;81.315;22.02125;11.435063;8.160262;13161;2.5;06/21/2021
172;US3377381088;Fiserv Inc.;US;Large;569;Technology Services;Information Technology;38.58823529;11.634757;24.30868167;18.28254848;16.73783091;408;409;259;197;156;1275;1358;1555;1083;1171;#N/B;#N/B;#N/B;#N/B;2;06/21/2021
173;JP3756600007;Nintendo Co. Ltd.;JP;Large;567;Consumer Durables;#N/B;40.40050514;10.58746623;29.90899597;28.40763581;28.39653116;16869;16680;27267;69000;111464;27715;114730;201090;271772;361273;17.848405;9.587410;8.170995;9680.9;2.1;06/21/2021
174;JP3571400005;Tokyo Electron Ltd.;JP;Large;566;Electronic Technology;#N/B;26.79822666;22.71184849;25.73807776;22.79258992;24.28973208;15356;32622;49771;102932;41888;106466;149116;275242;321508;244626;15.5052375;4.817138;6.572137;159000;3.7;06/21/2021
175;JP3734800000;Nidec Corp.;JP;Large;566;Producer Manufacturing;#N/B;22.33279847;20.77374339;19.64011853;19.84980359;27.88111397;24468;24961;34511;33561;27335;117164;141313;163665;129830;106825;24.29521875;10.008894;7.219200;732436.37;3.5;06/21/2021
176;GB00B24CGK77;RECKITT BENCKISER GRP;GB;Large;562;Consumer Non-Durables;#N/B;23.08033733;-35.77430972;19.70588235;#N/B;38.42049093;490;543;567;647;762;2253;2499;2720;-2107;1874;20.68658391;8.795744;5.933710;413805;4.3;06/21/2021
177;US5184391044;Estee Lauder Cos. Inc.;US;Large;561;Consumer Non-Durables;Consumer Staples;27.93209877;22.32529375;43.58585859;22.236671;33.46080306;450.9;456;351;588;537;1555.2;1617;1980;2307;1046;23.82923875;8.864270;8.052219;91070.77;3.6;06/21/2021
178;NL0000235190;AIRBUS;FR;Large;56;Electronic Technology;#N/B;27.45283019;41.59317212;32.21238938;312.2875817;#N/B;-194;152;897;1476;-79;1060;3515;3955;765;-1169;27.3559017;13.864976;9.032447;927529;3.9;06/21/2021
179;US8425871071;Southern Co.;US;Large;559;Utilities;Utilities;27.32758621;13.29588015;16.33321208;27.48394986;11.24141876;-108;-410;172;276;64;3480;1068;2749;6542;3496;#N/B;#N/B;#N/B;#N/B;2.3;06/21/2021
180;DE0005557508;DEUTSCHE TELEKOM;DE;Large;557;Communications;#N/B;31.36956522;-11.32574217;32.10137276;27.77080719;22.21199217;527;634;697;758;690;4600;4918;5682;7173;8689;17.38558071;8.216944;6.443994;3697294;4.1;06/21/2021
181;US98980L1017;ZOOM VIDEO COMMUNICATIONS;US;Large;556;Technology Services;#N/B;#N/B;108.8607595;#N/B;9.162773985;4.009559214;#N/B;0.015;0.133;0.214;1.07;#N/B;0.158;-3.518;8.349;26.362;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
182;AU000000NAB4;National Australia Bank Ltd.;AU;Large;556;Finance;#N/B;28.43617732;28.63410692;29.22619048;29.23906531;32.24869262;3148;2544;2634;2251;2580;8978;8661;8400;8345;5163;#N/B;#N/B;#N/B;#N/B;4.5;06/21/2021
183;CH0011075394;ZURICH INSURANCE GROUP;CH;Large;549;Finance;#N/B;34.67544685;35.45490043;22.17655118;28.14498934;24.53635015;1439.3285;1563.992417;1563.90252;1524.462741;1319.691143;5236.160833;5041.390283;4999.986217;6059.093439;5061.006147;17.63526406;7.229188;9.577702;45846;4.2;06/21/2021
184;CA1125851040;BROOKFIELD ASSET MANAGEMEN;CA;Large;546;Finance;#N/B;-20.29411765;15.51505948;-4.031209363;14.77170994;51.57116451;491.5460246;521.8000669;1270.225101;668.7563302;1476.772575;2252.367229;5128.437971;7973.902878;4446.433458;2176.93178;18.1895375;8.676075;9.039712;580401.82;#N/B;#N/B
185;KR7000660001;SK HYNIX INC;KR;Large;536;Electronic Technology;#N/B;8.014868012;20.81426588;27.18259615;17.57510147;23.56206829;875680;-2178511;-2232676;4729657;-1107488;3193702;13439566;21341030;2410006;6273316;20.23970063;5.242562;6.629466;6839470;3.6;06/21/2021
