Column1;ISIN;Company_Name;Country;Component;FF Mcap (BEUR);Factset_sector;Sector;TR_16;TR_17;TR_18;TR_19;TR_20;ctp_16;ctp_17;ctp_18;ctp_19;ctp_20;ptx_inc_16;ptx_inc_17;ptx_inc_18;ptx_inc_19;ptx_inc_20;SUS_ENV;SUS_SOC;SUS_GOV;SUS_CARBON;FTSE_ESG;FTSE_ESG_DATE
263;US35671D8570;Freeport-McMoRan;US;Large;407;Non-Energy Minerals;Materials;#N/B;30.42729152;25.46248715;166.6666667;52.53199777;-44;702;2000;304;132;-3472;2902;3892;306;1797;34.54280313;10.543659;5.498531;8012451;3.6;06/21/2021
264;NL0011821202;ING GRP;NL;Large;407;Finance;#N/B;27.82459157;32.17207334;30.27632562;28.80931329;33.28880577;1603;1691;1602;2345;1734;5815;7090;6695;6786;3743;#N/B;#N/B;#N/B;#N/B;4.2;06/21/2021
265;US90138F1021;TWILIO 'A';US;Large;407;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;0.225;0.605;0.564;1.368;3.092;-40.998;-63.003;-121.158;-362.216;-504.426;#N/B;#N/B;#N/B;#N/B;3.2;06/21/2021
266;US60770K1079;MODERNA;US;Large;407;Health Technology;Health Care;#N/B;#N/B;#N/B;#N/B;#N/B;0.905;0.398;0.294;0.416;0.572;-215.168;-255.996;-440.008;-514.716;-744.513;#N/B;#N/B;#N/B;#N/B;2.9;06/21/2021
267;US2605571031;DOW;US;Large;404;Process Industries;Materials;0.203942896;78.742408;21.57908776;#N/B;37.51810719;#N/B;#N/B;1193;881;518;4413;2799;3749;-1247;2071;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
268;US4943681035;Kimberly-Clark Corp.;US;Large;402;Consumer Non-Durables;Consumer Staples;30.64140911;25.94450017;25.97904026;21.73584906;23.07167235;744;961;395;528;533;3009;2991;1813;2650;2930;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
269;US59156R1086;MetLife Inc.;US;Large;395;Finance;Financials;16.18780659;-41.57239819;18.69351514;13.03899926;21.78432222;672;1530;1935;1099;787;4281;3536;6307;6795;6927;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
270;US3695501086;General Dynamics Corp.;US;Large;39;Electronic Technology;Industrials;26.72319475;28.57493255;17.79681763;17.08710138;15.27554842;959;617;532;572;764;3656;4077;4085;4202;3738;35.1061275;19.524525;7.093562;709702.13;1.5;06/21/2021
271;AU000000WES1;Wesfarmers Ltd.;AU;Large;387;Retail Trade;#N/B;68.29004329;30.90957166;35.19417476;33.42412451;34.7987043;1009;951;1308;1082;727;924;3782;2060;2570;2161;13.36500966;5.058769;3.436650;1559000;4.1;06/21/2021
272;JP3802400006;Fanuc Ltd.;JP;Large;387;Producer Manufacturing;#N/B;30.09622386;24.31572775;26.88628394;25.78450177;26.00676299;121281;43039;44983;79985;29655;229361;168829;249525;208540;100843;25.98026875;10.628663;7.933106;133776.8;3.4;06/21/2021
273;US98138H1014;WORKDAY CLASS;US;Large;38;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;2.124;5.315;3.418;6.007;9.01;-288.901;-385.513;-314.786;-423.752;-482.447;13.08622431;5.987456;6.171019;36370;3.6;06/21/2021
274;FR0000120644;DANONE;FR;Large;38;Consumer Non-Durables;#N/B;30.57034221;25.57715674;29.90810359;27.64993026;30.62700965;891;1116;556;774;753;2630;3292;2394;2868;2488;19.74305;7.561794;5.127300;1310000;4.1;06/21/2021
275;JP3837800006;Hoya Corp.;JP;Large;376;Health Technology;#N/B;21.64753692;21.61018096;20.14197412;15.61210311;22.19151479;22864;26061;25761;31104;23017;119099;110795;124248;144657;147268;19.9072125;10.445456;6.952556;405770;2.1;06/21/2021
276;INE467B01029;Tata Consultancy Services Ltd;IN;Large;373;Technology Services;#N/B;23.56155779;23.63167502;24.08776252;24.06226692;23.1987313;75780;79460;-6030;-430;-39550;318400;345130;340920;415630;422480;14.24762438;6.579652;6.884072;437366;3.9;06/21/2021
277;JP3788600009;Hitachi Ltd.;JP;Large;373;Producer Manufacturing;#N/B;31.95226675;26.67115762;20.62300555;36.07807908;28.42767435;157378;140302;186911;188267;189113;517040;469091;638646;516502;180268;34.36585156;13.018917;11.371134;4470000;3.7;06/21/2021
278;CA1360691010;Canadian Imperial Bank of Comm;CA;Large;371;Finance;#N/B;14.60239984;20.107285;21.59453303;21.13846636;22.82269798;730;2204;1654;1549;39;4917;5779;6585;6377;4811;17.94057063;8.636758;7.049163;60282;#N/B;#N/B
279;DE0008430026;MUENCHENER RUECK;DE;Large;368;Finance;#N/B;22.52519265;#N/B;21.62162162;16.30104624;20.14981273;231;225;638;392;263;3374;-9;2664;2963;1335;18.3119375;9.702619;8.194919;107836;4.5;06/21/2021
280;CA87807B1076;TC ENERGY;CA;Large;367;Industrial Services;#N/B;108.9783282;-3.513620213;13.35394127;17.67049449;4.745596869;105;247;338;713;252;323;2533;3235;4267;4088;22.86881;7.940925;3.432600;16437892;#N/B;#N/B
281;US0718131099;Baxter International Inc.;US;Large;367;Health Technology;Health Care;-0.242228502;40.50944947;4.019789734;-4.226804124;14.08668731;500;255;301;294;249;4954;1217;1617;970;1292;27.10194594;15.588485;8.965711;741000;3.4;06/21/2021
282;US09062X1037;BIOGEN INC.;US;Large;366;Health Technology;Health Care;25.08210014;47.93908907;24.16435013;16.25057887;19.65923725;1642.2;1066.4;1007.1;1064.5;906.7;4933;5128.8;5899.6;7125.9;5047.5;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
283;IE00BY7QL619;Johnson Controls PLC;US;Large;365;Producer Manufacturing;Industrials;18.56738926;27.56059421;12.74256145;-22.06439394;11.96013289;1388;1756;81;377;386;1061;2558;1546;1056;903;13.489345;2.565900;5.399500;906487;3.6;06/21/2021
284;US7782961038;Ross Stores Inc.;US;Large;364;Retail Trade;Consumer Discretionary;36.67409334;37.42685409;33.22195108;22.59614916;23.25753319;523.597;628.441;714.566;427.93;506.591;1611.759;1786.156;2040.72;2050.876;2164.288;#N/B;#N/B;#N/B;#N/B;2.5;06/21/2021
285;JE00B4T3BW64;GLENCORE PLC;GB;Large;363;Non-Energy Minerals;#N/B;#N/B;30.52229741;56.73817382;#N/B;#N/B;432.8170196;715.1608843;1304.930419;1803.660493;639.4487042;-415.0300188;4474.996934;2726.854599;-785.4271249;-4335.77414;35.61678406;12.706389;10.407075;29239000;3.9;06/21/2021
286;CH0102993182;TE CONNECTIVITY LTD.;US;Large;363;Electronic Technology;Information Technology;-67.03958692;10.46511628;-15.35714286;-0.776799586;149.4274809;806;323;393;338;257;1162;1720;2240;1931;524;16.10689;4.529069;4.925419;568352;3.4;06/21/2021
287;US30161N1019;Exelon Corp.;US;Large;363;Utilities;Utilities;38.26043238;-3.331570598;5.376344086;19.42283563;15.98799829;-441;540;95;265;10;1989;3782;2232;3985;2333;#N/B;#N/B;#N/B;#N/B;3.1;06/21/2021
288;US5024311095;L3HARRIS TECHNOLOGIES;US;Large;362;Electronic Technology;Industrials;30.88235294;29.50276243;22.13822894;8.039647577;17.70045386;53;51;-8;#N/B;#N/B;884;905;926;1816;1322;#N/B;#N/B;#N/B;#N/B;2.1;06/21/2021
289;US5719032022;Marriott International Inc. Cl;US;Large;36;Consumer Services;Consumer Discretionary;34.12162162;51.0731053;18.67803838;20.38774234;#N/B;293;636;678;526;279;1184;2982;2345;1599;-466;22.07723661;10.032212;4.090500;6806299;3.2;06/21/2021
290;US26875P1012;EOG Resources Inc.;US;Large;36;Energy Minerals;Energy;#N/B;-290.6003188;19.38123998;22.85743218;#N/B;-39.293;188.946;75.634;-291.849;-205.795;-1557.505;661.182;4240.998;3545.267;-739.054;#N/B;#N/B;#N/B;#N/B;2.4;06/21/2021
291;GB00BDR05C01;NATIONAL GRID;GB;Large;36;Utilities;#N/B;18.81057269;17.63319189;-34.04825737;18.82287618;28.79424115;230;132;-8;75;199;2270;2121;2611;1801;1667;#N/B;#N/B;#N/B;#N/B;3.4;06/21/2021
292;US7766961061;Roper Technologies Inc.;US;Large;36;Technology Services;Industrials;29.97995008;6.08385046;21.19492657;20.62943342;21.46696436;329.596;320.235;321.6;370.9;515.1;940.652;1034.723;1198.4;2227.4;1209.3;#N/B;#N/B;#N/B;#N/B;1.9;06/21/2021
293;US2786421030;eBay Inc.;US;Large;359;Retail Trade;Consumer Discretionary;-99.53437414;144.5274725;6.990434143;13.32189823;25.67251462;492;308;597;270;520;3651;2275;2718;1749;3420;16.711625;9.331000;6.446625;87865;4.1;06/21/2021
294;KYG970081173;WUXI BIO;HK;Large;359;Health Technology;#N/B;19.76160959;16.81303447;14.53894556;10.29394062;13.90973997;55.4543111;49.96902063;61.71360097;88.44661934;105.8946157;205.461722;350.1775002;873.7976918;1281.044411;2205.953915;#N/B;#N/B;#N/B;#N/B;2.5;06/21/2021
295;JP3898400001;Mitsubishi Corp.;JP;Large;358;Distribution Services;#N/B;#N/B;20.1792365;24.89239863;24.18711619;13.93751428;102696;-60032;-5538;258134;185255;-92823;601440;812722;851813;406909;21.07313688;6.419937;9.099684;8828000;4;06/21/2021
296;US0255371017;American Electric Power Co. In;US;Large;358;Utilities;Utilities;-15.49621531;34.4329238;5.842411958;-0.703073905;1.887144122;29.5;-1.1;-24.7;6.1;-49.1;475.6;2816.2;1973.5;1834.8;2146.1;30.70501113;7.278611;5.446406;79290426;3.2;06/21/2021
297;GB0031348658;BARCLAYS;GB;Large;357;Finance;#N/B;31.42405063;64.53471622;26.59854015;23.34729981;19.74501471;780;708;548;228;683;3160;3471;3425;4296;3059;#N/B;#N/B;#N/B;#N/B;4.6;06/21/2021
298;CH0013841017;LONZA;CH;Large;356;Health Technology;#N/B;19.2513369;-25.2354049;18.01242236;9.344490934;6.717363752;54;102;143;137;150;374;531;805;717;789;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
299;US5950171042;Microchip Technology Inc.;US;Large;356;Electronic Technology;Information Technology;-15.1557273;-89.99632463;65.36009765;-74.03422983;-279.3882979;25.4;48.4;25.9;77.6;101.3;281.293;89.787;737.3;204.5;150.4;#N/B;#N/B;#N/B;#N/B;2.5;06/21/2021
300;US1924461023;Cognizant Technology Solutions;US;Large;355;Technology Services;Information Technology;34.15358507;43.42749529;24.95530926;25.28509634;33.58778626;845;587;597;870;745;2357;2655;2797;2543;2096;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
301;US45168D1046;IDEXX LABORATORIES;US;Large;355;Health Technology;Health Care;31.00613337;30.9108611;17.62892634;18.08172066;12.06281109;74.7;81.2;69.7;88;110.7;321.846;381.057;457.742;522.218;661.985;#N/B;#N/B;#N/B;#N/B;2.5;06/21/2021
302;CA56501R1064;Manulife Financial Corp.;CA;Large;355;Finance;#N/B;5.88765395;9.556177529;11.45134988;11.54340836;17.64879634;841;1360;461;104;1358;3329;2501;5519;6220;6771;18.08666641;7.046620;9.202672;1046313;#N/B;#N/B
303;GB0008706128;LLOYDS BANKING GRP;GB;Large;354;Finance;#N/B;40.66996933;32.79559689;24.43286843;33.47815593;-13.13213703;822;1028;1030;1278;736;4239;5269;5951;4143;1226;22.64905625;10.041856;11.047950;154637;4.5;06/21/2021
304;DK0010268606;VESTAS WIND SYSTEMS;DK;Large;354;Producer Manufacturing;#N/B;23.19884726;24.18831169;26.09195402;23.06843267;27.03150912;1578.384417;1948.900173;1453.415699;1874.006245;1632.55855;10333.95081;9164.293944;6484.470043;6764.341265;4495.126966;14.73095688;5.422907;6.450459;109000;3.8;06/21/2021
305;US40434L1052;HP Inc.;US;Large;348;Electronic Technology;Information Technology;29.11459718;22.89377289;-76.80053103;-24.93063813;11.97771588;587;438;951;89;464;3761;3276;3013;2523;3231;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
306;CA05534B7604;BCE Inc.;CA;Large;347;Communications;#N/B;25.89827345;25.75903614;24.85635773;25.51412429;24.29447853;565;675;650;725;846;4286;4150;4003;4425;3260;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B
307;SE0000108656;ERICSSON LM B;SE;Large;347;Electronic Technology;#N/B;53.3416771;#N/B;#N/B;76.09101902;34.85641585;6200;#N/B;#N/B;5218;4313;3995;-35982;-1521;9097;27510;17.84491528;7.985684;8.891981;173000;4.4;06/21/2021
308;US7010941042;Parker Hannifin Corp.;US;Large;346;Producer Manufacturing;Industrials;27.58628114;25.95110342;37.6532139;21.74865847;20.22468196;250.155;268.127;408.765;454.699;307.959;1114.728;1328.641;1702.277;1933.425;1512.627;27.64957406;12.086524;7.261800;558058;2.4;06/21/2021
309;DK0060079531;DSV Panalpina;DK;Large;344;Transportation;#N/B;26.7630311;20.69056405;23.33140989;25.8309972;24.35509696;764;969;851;1084;1067;2283;3794;5199;4994;5621;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
310;SE0000115446;VOLVO B;SE;Large;343;Producer Manufacturing;#N/B;31.49837475;25.63447005;21.87228007;22.9826785;24.17659715;4219;4758;6838;9401;4927;19074;26597;31021;44973;24168;22.8705375;8.785625;8.929913;402000;4;06/21/2021
311;US8718291078;Sysco Corp.;US;Large;341;Distribution Services;Consumer Staples;33.73221485;35.31403045;26.86082984;16.53001542;26.55529954;180.565;761.384;268.384;531.103;376.609;1433.007;1766.23;1956.224;2005.836;293.384;12.13599;5.033515;4.741175;1410605;2.9;06/21/2021
312;US0268747849;AMERICAN INTERNATIONAL GROU;US;Large;339;Finance;Financials;#N/B;513.3697135;59.92217899;22.05409495;#N/B;493;544;154;252;975;-74;1466;257;5287;-7293;27.38629219;10.812248;14.705681;62104.64;2.2;06/21/2021
313;IE00BK9ZQ967;Trane Technologies;US;Large;338;Producer Manufacturing;Industrials;16.16608281;5.656252204;16.94272119;17.05625849;23.03990064;334.3;286.7;375.4;425.3;151.6;1741.3;1417.9;1660.3;1398.9;1288.2;#N/B;#N/B;#N/B;#N/B;3.3;06/21/2021
314;US1696561059;Chipotle Mexican Grill Inc.;US;Large;338;Consumer Services;Consumer Discretionary;40.78835282;36.08069833;34.22901548;23.59383353;-21.09904997;23.862;119.787;67.053;109.571;85.01;38.739;275.743;268.436;458.285;293.781;24.23407;14.048220;5.308350;257999;3.3;06/21/2021
315;US9314271084;WALGREENS BOOTS ALLIANCE;US;Large;338;Retail Trade;Consumer Staples;19.38180404;15.66041624;16.70292887;12.98873426;76.00896861;1100;1100;600;900;626;5144;4853;5975;4527;446;18.3791625;11.519600;4.731625;2034000;2.9;06/21/2021
316;RU0009029540;SBERBANK;RU;Large;337;Finance;#N/B;20.01476015;20.7618204;20.55056395;19.53581712;19.77577079;214000;210100;218800;246000;175600;677500;903100;1046200;1146100;963300;21.7421;8.183975;11.330400;422496.04;2.2;06/21/2021
317;US0320951017;Amphenol Corp. Cl A;US;Large;336;Electronic Technology;Information Technology;27.0353168;51.14611062;23.38831529;22.18731199;20.52273025;246.8;325.2;393.2;408.3;337.3;1141.1;1352.4;1588.4;1495.9;1526.6;#N/B;#N/B;#N/B;#N/B;3.2;06/21/2021
318;US2538681030;Digital Realty Trust Inc.;US;Large;336;Finance;Real Estate;2.348288361;2.99089973;0.607227877;1.962481349;9.493309247;3.698;9.456;11.224;14.607;20.055;442.237;264.168;343.199;611.216;400.777;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
319;US72352L1061;PINTEREST A;US;Large;335;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;-129.733;-62.564;-1360.839;-127.02;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
320;AU000000WOW2;WOOLWORTHS GROUP;AU;Large;335;Retail Trade;#N/B;38.93380293;30.53470919;29.99164578;29.97752809;30.77490775;848.5;668;661;744;650;1249.3;2132;2394;2225;1355;17.23988188;8.651875;3.929147;2645482;3.6;06/21/2021
321;US0162551016;ALIGN TECH.;US;Large;335;Health Technology;Health Care;21.1076573;35.68047062;12.36962955;19.96743985;-368.6350934;47.289;51.231;114.601;71.746;76.332;242.566;364.799;466.651;562.651;378.949;20.0036125;9.933037;7.290475;47802.27;1.9;06/21/2021
322;SE0011166610;ATLAS COPCO A;SE;Large;334;Producer Manufacturing;#N/B;26.70496861;28.03206914;21.63251596;23.32993134;21.50915283;7132;7306;5896;5501;4531;18798;17587;20839;21556;18792;18.500575;7.552131;6.647644;120000;3.5;06/21/2021
323;US2855121099;Electronic Arts Inc.;US;Large;334;Consumer Durables;Communication Services;-31.81299886;20.08264463;28.01932367;5.560704356;-101.5251989;35;51;57;100;170;877;1210;1449;1079;1508;12.48577813;7.359650;4.997878;47302.63;2.3;06/21/2021
324;US00846U1016;Agilent Technologies Inc.;US;Large;332;Health Technology;Health Care;15.07352941;14.81942715;66.5961945;-16.53971708;14.60807601;67;63;102;159;361;544;803;946;919;842;#N/B;#N/B;#N/B;#N/B;3.1;06/21/2021
325;FR0000052292;HERMES INTERNATIONAL;FR;Large;332;Consumer Non-Durables;#N/B;33.69116934;35.41644618;32.53315265;33.07932872;30.85984696;588.2;698.9;#N/B;#N/B;#N/B;1648.8;1889.8;2066.2;2270.3;1986.4;10.24719688;3.913587;5.557809;38373.91;2.9;06/21/2021
326;US74460D1090;Public Storage;US;Large;331;Finance;Real Estate;0.263539252;0.329947841;0.315674413;0.331932696;0.580568167;#N/B;#N/B;#N/B;#N/B;#N/B;1464.298;1453.26;1722.661;1530.732;1369.176;12.29927868;2.552550;5.236582;153667.75;2;06/21/2021
327;US74144T1088;T. Rowe Price Group Inc.;US;Large;331;Finance;Financials;36.03672533;36.88076324;25.82823115;23.17493936;22.17321572;680.6;857.7;644.2;677.3;643;1960.5;2505.1;2384.6;2927.3;3242.2;19.33596875;11.619975;5.780344;26866;4.1;06/21/2021
328;US21036P1084;CONSTELLATION BRANDS 'A';US;Large;33;Consumer Non-Durables;Consumer Staples;29.34985345;26.47367918;0.970915312;16.54764777;#N/B;80.2;219.6;238.6;186.2;85.3;1501.2;2093.4;2338;4145;-945.2;23.63206042;9.270260;5.221763;365060.78;2.4;06/21/2021
329;FR0000120693;PERNOD RICARD;FR;Large;328;Consumer Non-Durables;#N/B;24.53397474;23.5737352;19.64912281;28.19767442;42.15686275;393;408;371;521;474;1663;1858;1995;2064;612;15.65633125;5.835681;5.682900;297529;4.3;06/21/2021
330;SG1L01001701;DBS Group Holdings Ltd.;SG;Large;328;Finance;#N/B;14.22388353;12.96618357;15.10737348;15.21825135;11.40089419;809;709;891;635;1188;5083;5175;6659;7583;5368;20.0182625;10.457038;8.325975;43857;3.6;06/21/2021
331;CH0418792922;SIKA;CH;Large;328;Process Industries;#N/B;25.04964915;24.71871013;23.04849367;21.54244306;22.20020757;200.4;254;231.6;263;288.5;755.3;862.1;892.9;966;1059.9;22.78607;6.171206;5.612287;212000;3.5;06/21/2021
332;US0640581007;Bank of New York Mellon Corp.;US;Large;327;Finance;Financials;24.91005291;10.75921909;18.06625578;20.0465366;18.84512086;703;478;808;320;1281;4725;4610;5192;5587;4468;23.03812813;9.831463;11.237653;138307;3.9;06/21/2021
333;US2310211063;Cummins Inc.;US;Large;326;Producer Manufacturing;Industrials;24.55958549;57.97040169;20.55938976;19.97177135;22.54063302;430;622;699;691;432;1930;2365;2753;2834;2338;19.35586625;7.500721;6.056695;807258;3.6;06/21/2021
334;US8168511090;Sempra Energy;US;Large;325;Utilities;Utilities;21.2568306;82.26950355;-6.862745098;18.16608997;16.72263264;160;172;107;254;1385;1830;1551;714;1734;1489;30.1667545;9.256475;5.577350;5921000;3.1;06/21/2021
335;AU000000MQG1;Macquarie Group Ltd.;AU;Large;325;Finance;#N/B;30.78711392;28.43105142;27.39683525;22.40632169;21.673117;1178;723;483;1161;1043;3011;3053;3223;3923;3359;22.30333125;11.132400;9.123712;32891;4.4;06/21/2021
336;US1273871087;CADENCE DESIGN SYS.;US;Large;325;Technology Services;Information Technology;14.364988;35.21549234;8.133319164;-106.4812263;6.654149835;36.823;59.072;68.04;41.946;105.917;237.153;315.046;376.39;478.968;632.748;#N/B;#N/B;#N/B;#N/B;2.6;06/21/2021
337;US89417E1091;Travelers Cos. Inc.;US;Large;324;Finance;Financials;25.63533185;24.68864469;14.7922999;16.44359465;16.68211307;892;514;408;428;578;4053;2730;2961;3138;3237;#N/B;#N/B;#N/B;#N/B;3.6;06/21/2021
338;US8716071076;SYNOPSYS;US;Large;323;Technology Services;Information Technology;19.03273575;64.3529854;-18.97299632;2.408589456;-3.962648807;69.447;103.478;252.522;75.744;70.711;329.548;383.098;363.543;545.506;638.159;#N/B;#N/B;#N/B;#N/B;2.9;06/21/2021
339;AN8068571086;Schlumberger Ltd.;US;Large;322;Industrial Services;Energy;#N/B;#N/B;17.03506098;#N/B;#N/B;750;-44;-628;-739;582;-1905;-1183;2624;-10418;-11298;23.52923175;9.816472;6.404287;2218000;2.8;06/21/2021
340;US2561631068;DOCUSIGN;US;Large;321;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;3.213;1.97;-123.592;-115.056;-49.142;-428.208;-203.556;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
341;US3703341046;General Mills Inc.;US;Large;319;Consumer Non-Durables;Consumer Staples;31.41953736;28.84691586;2.68308672;17.66570605;18.47934774;533.8;551.1;489.4;440.8;403.3;2403.6;2271.3;2135.6;2082;2600.2;21.65889813;9.442568;4.127100;887000;3.4;06/21/2021
342;JP3732000009;SOFTBANK;JP;Large;318;Communications;#N/B;33.38168252;30.67119102;32.82531788;33.76820937;37.54054204;177192;163912;205540;247029;252573;607387;636555;597554;746113;811195;#N/B;#N/B;#N/B;#N/B;4;06/21/2021
343;IE0001827041;CRH;IE;Large;318;Non-Energy Minerals;#N/B;27.3130545;3.052164262;23.39043119;25.26017029;28.00224467;394.3384552;415.1512696;586.5992859;285.3248238;435.137045;1293.692479;1578.275502;1497.907377;1657.078785;1389.631208;19.65651188;2.658866;4.883006;36500000;4;06/21/2021
344;US8288061091;Simon Property Group Inc.;US;Large;318;Finance;Real Estate;1.718971999;1.252085871;1.761103188;1.501032353;-0.390514136;#N/B;#N/B;#N/B;#N/B;#N/B;1726.497;1864.329;2095.164;2002.222;1187.409;14.71660481;4.328725;5.875880;266578;2.5;06/21/2021
345;JE00B783TY65;Aptiv;US;Large;317;Producer Manufacturing;Consumer Discretionary;16.7;17.7689243;18.74062969;11.72291297;2.507676561;#N/B;275;283;189;106;1000;1255;1334;1126;1954;13.49418813;4.594876;5.175937;363948;3.8;06/21/2021
346;RU000A0DKVS5;NOVATEK;RU;Large;315;Energy Minerals;#N/B;19.82790751;19.26416268;17.15138153;14.0130253;18.64557328;28314;32629;47127;35061;40977;217325;178409;265792;853877;273577;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
347;US15135B1017;CENTENE;US;Large;315;Health Services;Health Care;51.77182368;28.74779541;34.64912281;26.54320988;35.30472413;556;496;448;612;1191;1157;1134;1368;1782;2773;22.47169031;15.623857;6.706083;363361.33;2.9;06/21/2021
348;US46266C1053;IQVIA HOLDINGS INC;US;Large;315;Health Services;Health Care;72.02505219;-337.414966;17.98780488;32.95454545;19.30294906;106;195;211;215;209;479;294;328;352;373;19.39282;10.978082;7.077612;90687;2.7;06/21/2021
349;NL00150001Q9;STELLANTIS;IT;Large;313;Consumer Durables;#N/B;46.30824373;47.22627737;20.08778725;34.65372508;113.1690739;#N/B;#N/B;#N/B;#N/B;#N/B;2790;5480;3873;3812;1177;#N/B;#N/B;#N/B;#N/B;4.3;06/21/2021
350;US67103H1077;O'Reilly Automotive Inc.;US;Large;313;Retail Trade;Consumer Discretionary;36.61759685;30.772913;21.81706134;22.30243715;22.68363333;569.677;496.728;311.376;394.931;305.087;1637.191;1637.804;1694.087;1790.329;2266.405;13.12043375;8.893584;4.062600;344442.03;1.5;06/21/2021
351;JP3885780001;Mizuho Financial Group Inc.;JP;Large;313;Finance;#N/B;28.02374803;17.56391603;23.95478234;-2.152091451;26.10175573;269366;246806;172892;175617;97631;1008252;784193;799953;116259;618717;21.13405;10.808687;8.673112;207575;3.7;06/21/2021
352;ES0148396007;Industria de Diseno Textil SA;ES;Large;312;Consumer Non-Durables;#N/B;23.34683205;22.75552499;22.71461717;22.40512117;22.38095238;977.349;797.608;1029;1070;1207;3687.511;4030.731;4310;4374;4620;12.64751875;6.147025;5.345194;508012;4.9;06/21/2021
353;US14448C1045;Carrier Global;US;Large;311;Producer Manufacturing;Industrials;#N/B;58.51342502;27.92816242;19.3488024;29.73730298;#N/B;917;925;759;819;#N/B;3054;3842;2672;2855;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
354;US57667L1070;MATCH GROUP;US;Large;311;Technology Services;Communication Services;#N/B;#N/B;#N/B;#N/B;5.602392699;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;586.785;#N/B;#N/B;#N/B;#N/B;1.3;06/21/2021
355;CA1363851017;Canadian Natural Resources Ltd;CA;Large;311;Energy Minerals;#N/B;#N/B;16.74876847;26.39637085;-8.773602899;#N/B;-444;-792;-225;445;-29;-1070;2842;3527;5243;-873;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B
356;SE0000107419;INVESTOR B;SE;Large;31;Finance;#N/B;1.34813404;0.552636347;#N/B;1.379431964;0.902534113;437;520;1374;1617;1263;33602;44152;-721;102071;51300;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
357;RU0007661625;GAZPROM;RU;Large;308;Energy Minerals;#N/B;23.95759341;28.18276087;19.97223592;25.18053605;#N/B;95576;227549;304732;324922;105299;1202266;891066;1620079;1419938;-3267;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
358;US7443201022;Prudential Financial Inc.;US;Large;307;Finance;Financials;23.40052585;-22.16741175;17.0045511;18.62340216;#N/B;770;185;760;1348;287;5705;6487;4834;5085;-323;17.4418;7.327531;9.057969;71899;2.9;06/21/2021
359;US8447411088;Southwest Airlines Co.;US;Large;307;Transportation;Industrials;36.72463768;-2.817764165;22.09228824;22.21846466;#N/B;902;992;327;779;19;3450;3265;3164;2957;-4256;32.39193625;14.891085;6.209550;20577106;3.5;06/21/2021
360;GB00BD6K4575;COMPASS GRP;GB;Large;306;Consumer Services;#N/B;24.88299532;25.62582345;26.1371351;24.40890125;36.40776699;246;332;323;328;228;1282;1518;1473;1438;206;17.888775;10.299262;3.467887;220502;2.9;06/21/2021
361;US5007541064;KRAFT HEINZ COMPANY;US;Large;305;Consumer Non-Durables;Consumer Staples;27.49352976;-100.587156;#N/B;27.35813604;64.95145631;1619;1206;543;974;1027;5023;5450;-11321;2661;1030;34.5708;14.627439;6.750169;1673660.06;2.8;06/21/2021
362;JP3893600001;Mitsui & Co. Ltd.;JP;Large;304;Distribution Services;#N/B;375.0380205;29.21953771;18.9355308;26.11074412;46.40270401;132311;63461;124687;153881;151185;24329;460791;544384;584338;265088;#N/B;#N/B;#N/B;#N/B;4.1;06/21/2021
363;US98389B1008;Xcel Energy Inc.;US;Large;304;Utilities;Utilities;34.09705291;32.07100592;12.5520111;8.533333333;-0.408997955;61.933;-44;-27;-53;-12;1704.596;1690;1442;1500;1467;#N/B;#N/B;#N/B;#N/B;2.8;06/21/2021
364;LU1778762911;SPOTIFY TECHNOLOGY;US;Large;304;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;4.424788968;-2.255869133;10.61774777;4.476994518;9.11979538;-589.60313;-1391.871255;-202.9169575;-146.6215705;-808.2418655;21.3167975;10.674935;9.377812;72604.63;3.4;06/21/2021
